"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"32","島根県","875","69","69","0","５／５","323","371","0","19%","8%","0","0","0","５／５","5","28","0","0%","38","0","５／５","133","133","0","29%","0","－","0","0","－","560","1","208","3","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"33","岡山県","3155","102","101","0","３／４","486","554","0","18%","3%","1","1","0","２／４","37","68","0","1%","144","0","２／３","373","629","0","23%","0","２／４","0","5","0%","2707","22","202","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"34","広島県","7557","263","152","1","Ⅰ／Ⅱ","762","820","56","19%","3%","2","2","0","Ⅰ／Ⅱ","56","58","0","3%","652","0","Ⅰ／Ⅰ","1526","2334","0","28%","1","Ⅰ／Ⅱ","19","56","2%","3853","61","2789","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"35","山口県","2180","147","147","0","４／４","595","595","0","25%","7%","1","1","0","４／４","47","47","0","2%","179","0","４／４","830","830","0","22%","0","４／４","0","0","－","1773","50","81","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"36","徳島県","856","44","44","0","３／５","175","263","22","17%","5%","1","1","0","３／５","16","25","0","4%","96","0","５／５","500","500","0","19%","0","３／５","0","22","0%","716","0","0","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"37","香川県","2593","152","88","0","３／３","266","266","0","33%","6%","2","2","0","３／３","30","30","0","7%","109","0","２／２","474","474","0","23%","0","３／３","0","0","－","1680","13","652","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"38","愛媛県","2223","47","47","0","３／３","270","270","0","17%","2%","4","4","0","３／３","19","19","0","21%","79","0","３／３","263","263","67","30%","0","３／３","67","67","0%","2053","4","44","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"39","高知県","1445","63","63","0","５／５","259","259","0","24%","4%","0","0","0","５／５","24","24","0","0%","120","0","５／５","418","418","0","29%","0","５／５","12","12","0%","1247","20","15","2","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"40","福岡県","25311","657","424","0","５／５","1650","1650","0","26%","3%","10","10","0","５／５","207","207","0","5%","885","0","４／４","2468","2468","19","36%","0","１／２","19","69","0%","22562","29","1207","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"41","佐賀県","1965","127","116","0","３／５","374","562","50","21%","6%","0","0","0","１／５","3","48","0","0%","248","0","２／４","615","615","0","40%","0","３／５","50","50","0%","1590","0","0","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"42","長崎県","2729","77","63","0","３／４","262","449","0","14%","3%","1","1","0","３／４","21","36","0","3%","181","0","３／４","900","900","0","20%","0","３／４","0","0","－","2250","3","221","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"43","熊本県","5035","173","157","0","２／２","694","694","0","23%","3%","6","6","0","２／２","53","53","0","11%","313","0","２／２","1335","1335","0","23%","0","－","0","0","－","4234","27","315","42","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"44","大分県","2046","130","130","0","３／４","415","508","0","26%","6%","1","1","0","３／４","34","43","0","2%","591","0","３／４","1360","1360","254","43%","0","３／４","79","254","0%","1311","17","14","14","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"45","宮崎県","2130","39","39","0","２／２","297","297","0","13%","2%","0","0","0","２／２","15","15","0","0%","158","0","Ⅰ／Ⅰ","510","510","10","31%","0","Ⅰ／Ⅰ","10","10","0%","1404","6","529","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"46","鹿児島県","4000","162","161","0","４／４","563","563","0","29%","4%","1","1","0","４／４","33","33","0","3%","1014","0","４／４","1710","1757","47","58%","0","１／４","0","57","0%","0","0","2824","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
"47","沖縄県","6013","142","142","0","４／５","462","622","0","23%","2%","4","4","0","４／５","69","84","0","5%","554","0","４／５","1191","1230","50","45%","0","４／５","50","50","0%","4585","0","732","0","2022-03-30","https://www.mhlw.go.jp/content/10900000/000924337.xlsx"
