都道府県番号,都道府県名,PCR検査陽性者数,入院者数,入院患者受入確保病床,入院患者受入確保想定病床数,うち重症者数,重症患者受入確保病床数,重症患者受入確保想定病床数,宿泊療養者数,宿泊施設受入可能室数,自宅療養者数,社会福祉施設等療養者数,確認中の人数,更新日,出典
14,神奈川県,164,109,2018,2800,19,169,300,23,2395,32,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
15,新潟県,1,1,411,766,0,112,112,0,50,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
16,富山県,10,10,500,500,0,20,20,0,100,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
17,石川県,46,41,233,520,2,30,40,5,340,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
18,福井県,2,2,176,350,1,19,19,0,115,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
19,山梨県,4,4,80,400,0,13,50,0,21,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
20,長野県,5,5,300,300,0,33,33,0,200,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
21,岐阜県,4,4,351,458,1,48,118,0,366,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
22,静岡県,3,3,200,400,0,20,20,0,155,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
23,愛知県,12,10,500,1500,0,28,400,0,1300,2,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
24,三重県,0,0,176,176,0,33,33,0,64,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
25,滋賀県,8,8,278,570,1,50,50,0,62,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
26,京都府,10,10,264,400,1,80,80,0,338,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
27,大阪府,97,82,1203,3000,15,188,300,12,1565,3,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
28,兵庫県,21,18,515,515,4,71,71,3,578,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
29,奈良県,2,2,415,500,0,23,25,0,108,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
30,和歌山県,3,3,150,160,0,32,32,0,137,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
31,鳥取県,0,0,322,322,0,48,48,0,640,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
32,島根県,1,1,253,253,1,30,46,0,45,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
33,岡山県,0,0,140,300,0,11,57,0,78,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
34,広島県,7,3,266,270,0,35,35,0,130,0,4,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
35,山口県,1,1,384,384,1,102,102,0,594,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
36,徳島県,0,0,172,200,0,47,49,0,208,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
37,香川県,0,0,163,163,0,15,15,0,101,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
38,愛媛県,24,22,203,203,1,15,43,2,67,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
39,高知県,0,0,166,200,0,16,50,0,16,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
40,福岡県,125,78,490,1800,5,60,300,23,826,6,0,18,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
41,佐賀県,0,0,146,232,0,32,47,0,230,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
42,長崎県,0,0,307,903,0,21,29,0,6,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
43,熊本県,1,1,378,400,0,48,48,0,1430,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
44,大分県,2,2,258,300,0,35,35,0,65,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
45,宮崎県,0,0,204,231,0,21,21,0,200,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
46,鹿児島県,0,0,253,253,0,48,48,0,188,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
47,沖縄県,2,2,225,430,1,33,37,0,262,0,0,0,2020-06-03,https://www.mhlw.go.jp/content/10900000/000637508.pdf
