"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","37483","1278","987","0","４／４","1386","1715","0","58%","3%","19","19","0","１／４","62","191","0","10%","603","0","４／４","1702","1986","0","30%","5","４／４","9","23","22%","34660","0","937","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"12","千葉県","30760","1092","780","27","２／２","1396","1694","189","46%","4%","8","8","0","２／２","112","128","0","6%","347","0","２／２","1758","1758","3","20%","27","２／２","63","192","14%","29321","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"13","東京都","77338","3066","2924","225","２／２","5005","7496","579","39%","4%","393","393","0","１／２","808","1047","0","38%","2385","151","２／２","7870","7870","370","30%","478","２／２","1419","1701","28%","68428","959","3357","219","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"14","神奈川県","46877","1333","1333","0","３／４","1904","2200","0","61%","3%","24","24","0","１／４","96","210","0","11%","206","0","１／１","1798","1798","0","11%","0","－","0","0","－","45286","834","52","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"15","新潟県","17666","419","419","0","３／４","601","688","0","61%","2%","4","0","0","３／４","112","112","0","0%","33","0","３／３","357","357","0","9%","0","１／３","0","10","0%","17214","377","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"16","富山県","7548","236","228","0","３／３","421","492","0","46%","3%","1","1","0","３／３","36","36","0","3%","104","0","３／３","510","510","0","20%","0","３／３","0","0","－","7208","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"17","石川県","7630","217","217","0","Ⅱ／Ⅱ","426","518","0","42%","3%","1","1","0","Ⅱ／Ⅱ","37","41","0","2%","81","0","Ⅱ／Ⅱ","630","630","0","13%","0","Ⅱ／Ⅱ","0","0","－","7332","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"18","福井県","3986","117","117","0","２／４","210","499","100","23%","3%","0","0","0","２／４","13","24","0","0%","152","0","２／４","425","575","0","26%","0","２／４","0","100","0%","3717","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"19","山梨県","6169","171","171","0","４／５","387","438","0","39%","3%","0","0","0","４／５","24","24","0","0%","171","84","４／５","969","969","639","18%","84","４／５","639","639","13%","5823","474","4","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"20","長野県","19299","684","366","0","３／３","516","531","0","69%","4%","2","2","0","３／３","37","43","0","5%","159","0","３／３","735","735","0","22%","0","－","0","0","－","18456","614","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"21","岐阜県","14454","384","384","0","４／５","695","886","0","43%","3%","0","0","0","４／５","51","59","0","0%","330","0","３／３","1932","1932","4","17%","0","３／３","4","4","0%","13586","785","154","13","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"22","静岡県","16123","303","245","0","３／３","827","827","0","30%","2%","2","2","0","３／３","58","58","0","3%","86","0","３／３","773","773","0","11%","0","３／３","0","50","0%","15734","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"23","愛知県","46511","1568","925","0","２／２","1690","1690","0","55%","3%","19","19","0","２／２","148","148","0","13%","586","0","２／２","2679","2737","0","21%","0","２／２","0","0","－","42502","0","1855","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"24","三重県","9780","274","213","0","Ⅰ／Ⅱ","505","558","0","38%","3%","5","5","0","Ⅰ／Ⅱ","49","50","0","10%","47","0","３／３","468","468","0","10%","0","１／２","0","10","0%","9459","189","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"25","滋賀県","8314","445","308","22","Ⅰ／Ⅰ","431","501","30","61%","5%","2","2","0","Ⅰ／Ⅰ","52","52","0","4%","71","0","Ⅰ／Ⅰ","631","631","0","11%","22","Ⅰ／Ⅰ","30","30","73%","7790","94","8","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"26","京都府","10131","495","495","0","２／２","1033","1033","110","48%","5%","61","61","0","２／２","175","175","0","35%","110","0","１／１","1126","1126","0","10%","0","２／２","110","110","0%","9526","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"27","大阪府","40399","1412","1328","0","４／５","2504","4713","0","28%","3%","361","359","0","１／５","1135","1544","0","23%","1395","49","５／７","6025","9505","188","15%","49","Ⅰ／Ⅰ","196","226","22%","37592","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"28","兵庫県","19328","625","625","0","３／５","1200","1712","0","37%","3%","16","16","0","３／５","100","142","0","11%","214","0","３／５","1400","1812","0","12%","0","－","0","0","－","18489","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"29","奈良県","6160","292","190","0","２／３","353","566","0","34%","5%","4","4","0","２／３","25","36","0","11%","72","0","２／３","969","969","0","7%","0","２／３","0","0","－","5796","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"30","和歌山県","3941","196","196","0","２／４","300","636","0","31%","5%","1","1","0","２／４","17","26","0","4%","61","0","２／４","178","178","0","34%","0","２／４","178","181","0%","3684","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"31","鳥取県","3948","146","146","0","２／３","241","351","5","42%","4%","0","0","0","２／３","30","47","0","0%","25","0","１／２","448","448","0","6%","0","１／１","5","5","0%","3777","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"32","島根県","4337","213","87","0","３／５","280","387","0","22%","5%","1","1","0","３／５","5","28","0","4%","8","0","３／５","133","133","0","6%","0","－","0","0","－","3856","64","260","2","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"33","岡山県","11215","348","269","0","４／４","491","600","0","45%","3%","7","7","0","２／４","21","67","0","10%","103","0","２／３","373","629","0","16%","0","２／４","0","5","0%","10758","378","6","3","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"34","広島県","19750","428","317","2","４／４","515","524","19","60%","2%","9","9","0","４／４","38","41","0","22%","308","0","４／４","1022","1779","0","17%","2","４／４","19","19","11%","19014","132","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"35","山口県","5345","220","220","0","４／４","680","680","0","32%","4%","0","0","0","４／４","47","47","0","0%","41","0","４／４","671","671","0","6%","0","４／４","0","0","－","5083","443","1","1","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"36","徳島県","2772","85","85","0","３／５","185","286","22","30%","3%","2","2","0","３／５","16","25","0","8%","68","0","５／５","414","414","0","16%","0","３／５","0","22","0%","2619","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"37","香川県","4739","233","124","0","３／４","229","307","0","40%","5%","1","1","0","３／４","26","29","0","3%","111","0","２／２","474","474","0","23%","0","３／４","0","0","－","4393","153","2","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"38","愛媛県","6275","264","188","0","２／３","315","400","0","47%","4%","1","1","0","２／３","9","19","0","5%","29","0","３／３","263","263","67","11%","0","２／３","67","67","0%","5982","251","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"39","高知県","3110","117","95","0","４／５","273","365","0","26%","4%","3","3","0","４／５","16","24","0","13%","13","0","４／５","190","190","0","7%","0","４／５","0","0","－","2980","96","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"40","福岡県","18609","1011","625","0","４／５","1353","2024","0","31%","5%","5","5","0","４／５","195","217","0","2%","310","0","４／４","2432","2432","19","13%","0","１／２","19","222","0%","17288","0","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"41","佐賀県","4462","281","180","0","４／５","371","580","50","31%","6%","1","1","0","１／５","8","48","0","2%","38","0","１／４","390","390","0","10%","0","４／５","50","50","0%","4143","159","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"42","長崎県","4490","287","167","0","３／４","383","511","0","33%","6%","2","2","0","３／４","24","30","0","7%","80","0","３／４","626","626","0","13%","0","３／４","0","0","－","4123","131","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"43","熊本県","7476","332","300","0","２／２","754","754","0","40%","4%","8","8","0","２／２","54","54","0","15%","175","0","２／２","1226","1226","0","14%","0","－","0","0","－","6967","0","2","2","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"44","大分県","5327","178","178","0","３／４","331","552","0","32%","3%","4","4","0","３／４","42","43","0","9%","48","23","３／４","1270","1460","254","3%","23","３／４","175","254","9%","5101","116","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"45","宮崎県","3708","102","61","0","２／２","374","374","0","16%","3%","1","1","0","２／２","17","17","0","6%","68","0","３／３","500","500","0","14%","0","３／３","0","0","－","3538","152","0","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"46","鹿児島県","3647","262","164","0","３／４","405","501","0","33%","7%","1","1","0","３／４","11","25","0","4%","276","0","３／４","955","1653","47","17%","0","１／４","0","59","0%","3079","0","30","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
"47","沖縄県","3137","160","160","0","４／５","492","638","25","25%","5%","10","10","0","４／５","36","42","0","24%","242","11","４／５","1241","1255","75","19%","11","４／５","100","100","11%","2672","57","63","0","2022-11-30","https://www.mhlw.go.jp/content/10900000/001019538.xlsx"
