"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"28","兵庫県","697","458","５／５","671","68%","650","32","５／５","110","29%","120","239","５／５","698","34%","700","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"29","奈良県","194","161","２／３","467","34%","500","6","２／３","27","22%","25","33","２／３","108","31%","108","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"30","和歌山県","84","84","２／４","400","21%","400","3","２／４","40","8%","40","0","２／４","137","0%","137","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"31","鳥取県","5","5","１／３","313","2%","300","0","１／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"32","島根県","3","3","１／５","253","1%","253","0","１／５","25","0%","25","0","１／５","98","0%","98","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"33","岡山県","156","92","２／４","302","30%","250","3","２／４","37","8%","40","24","２／４","207","12%","180","40","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"34","広島県","70","55","１／３","553","10%","500","0","１／３","72","0%","70","9","１／３","709","1%","700","6","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"35","山口県","120","97","１／３","423","23%","423","1","１／３","137","1%","137","23","１／３","834","3%","834","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"36","徳島県","11","11","２／４","200","6%","200","2","２／４","25","8%","25","0","２／４","150","0%","150","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"37","香川県","22","15","１／３","196","8%","196","0","１／３","26","0%","26","7","１／３","101","7%","101","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"38","愛媛県","130","56","１／３","229","24%","223","3","１／３","33","9%","33","24","１／３","117","21%","117","50","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"39","高知県","5","5","１／４","200","3%","200","0","１／４","58","0%","57","0","１／４","361","0%","190","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"40","福岡県","186","80","１／３","551","15%","760","3","１／３","90","3%","110","74","１／３","1057","7%","1200","32","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"41","佐賀県","16","13","１／４","274","5%","274","0","１／４","46","0%","46","3","１／４","253","1%","253","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"42","長崎県","18","12","２／４","395","3%","395","0","２／４","27","0%","42","3","２／４","352","1%","550","3","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"43","熊本県","77","69","２／３","400","17%","400","5","２／３","59","8%","59","5","２／３","1430","0%","140","3","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"44","大分県","60","36","２／４","332","11%","332","0","２／４","41","0%","41","24","１／２","700","3%","170","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"45","宮崎県","82","19","１／３","246","8%","246","2","１／３","33","6%","33","49","１／３","250","20%","250","14","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"46","鹿児島県","46","18","２／４","342","5%","300","0","２／４","38","0%","48","28","２／４","370","8%","370","0","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
"47","沖縄県","302","180","４／５","433","42%","425","21","４／５","53","40%","51","58","３／５","370","16%","340","64","0","0","2020-11-25","https://www.mhlw.go.jp/content/10900000/000699463.pdf"
