"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"19","山梨県","7613","173","173","0","５／５","444","444","0","39%","2%","1","1","0","５／５","24","24","0","4%","172","86","５／５","969","969","639","18%","86","５／５","639","639","13%","7268","756","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"20","長野県","14104","546","290","0","３／３","557","557","0","52%","4%","2","2","0","３／３","37","43","0","5%","111","0","３／３","735","735","0","15%","0","－","0","0","－","13447","402","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"21","岐阜県","17364","466","456","0","６／６","873","873","0","52%","3%","6","6","0","６／６","59","59","0","10%","319","0","３／３","1932","1932","4","17%","0","３／３","4","4","0%","16451","2173","128","31","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"22","静岡県","39402","1128","579","0","３／３","890","890","0","65%","3%","18","18","0","３／３","52","52","0","35%","124","0","３／３","773","773","0","16%","0","３／３","0","50","0%","38150","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"23","愛知県","65404","1951","1232","0","２／２","1690","1690","0","73%","3%","37","37","0","２／２","148","148","0","25%","653","0","２／２","2679","2737","0","24%","0","２／２","0","0","－","60463","0","2337","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"24","三重県","21320","735","328","0","Ⅰ／Ⅱ","581","581","0","56%","3%","7","7","0","Ⅰ／Ⅱ","50","50","0","14%","76","0","３／３","468","468","0","16%","0","１／２","0","10","0%","20509","658","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"25","滋賀県","12283","990","378","12","Ⅰ／Ⅰ","501","501","30","75%","8%","8","8","0","Ⅰ／Ⅰ","52","52","0","15%","99","0","Ⅰ／Ⅰ","518","518","0","19%","12","Ⅰ／Ⅰ","30","30","40%","11193","400","1","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"26","京都府","17626","624","624","0","２／２","1047","1047","110","60%","4%","74","74","0","２／２","175","175","0","42%","149","0","１／１","1126","1126","0","13%","0","２／２","110","110","0%","16853","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"27","大阪府","68828","2873","2812","0","Ⅰ／Ⅰ","4379","4890","0","58%","4%","702","687","0","２／５","1293","1630","0","42%","2003","70","５／７","6192","8429","188","24%","70","Ⅰ／Ⅰ","212","226","31%","63952","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"28","兵庫県","42449","999","999","0","５／５","1712","1712","0","58%","2%","24","24","0","５／５","142","142","0","17%","311","0","５／５","1812","1812","0","17%","0","－","0","0","－","41139","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"29","奈良県","9554","582","339","0","３／３","566","566","0","60%","6%","14","14","0","３／３","36","36","0","39%","92","0","３／３","969","969","0","9%","0","３／３","0","0","－","8880","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"30","和歌山県","9666","241","241","0","２／４","359","636","0","38%","2%","2","2","0","２／４","17","26","0","8%","67","0","２／４","178","178","0","38%","0","２／４","178","181","0%","9358","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"31","鳥取県","6097","146","146","0","２／３","268","351","5","42%","2%","0","0","0","２／３","30","47","0","0%","30","0","１／２","448","448","0","7%","0","１／１","5","5","0%","5921","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"32","島根県","4226","322","153","0","４／５","353","387","0","40%","8%","1","1","0","４／５","5","28","0","4%","15","0","４／５","133","133","0","11%","0","－","0","0","－","3595","193","294","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"33","岡山県","18158","745","440","0","４／４","577","611","0","72%","4%","19","18","0","３／４","33","67","0","27%","140","0","２／３","373","629","0","22%","0","２／４","0","0","－","17264","718","9","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"34","広島県","26495","588","512","2","Ⅱ／Ⅱ","889","912","39","56%","2%","15","15","0","Ⅱ／Ⅱ","52","52","0","29%","354","0","Ⅱ／Ⅱ","1219","1539","0","23%","2","Ⅱ／Ⅱ","19","39","5%","25553","153","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"35","山口県","12945","846","367","0","４／４","688","688","0","53%","7%","2","2","0","４／４","47","47","0","4%","87","0","４／４","594","594","0","15%","0","４／４","0","0","－","12012","790","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"36","徳島県","6690","149","149","0","４／５","273","307","22","49%","2%","3","3","0","４／５","25","25","0","12%","114","0","５／５","454","454","0","25%","0","４／５","0","22","0%","6427","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"37","香川県","8884","412","229","0","４／４","316","316","0","72%","5%","3","3","0","４／４","29","29","0","10%","131","0","２／２","474","474","0","28%","0","４／４","0","0","－","8333","245","8","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"38","愛媛県","12000","621","248","0","３／３","451","451","0","55%","5%","1","1","0","３／３","19","19","0","5%","32","0","３／３","263","263","67","12%","0","３／３","67","67","0%","11347","775","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"39","高知県","5426","235","180","0","５／５","333","333","0","54%","4%","6","6","0","５／５","24","24","0","25%","21","6","５／５","190","206","16","10%","6","５／５","16","16","38%","5170","271","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"40","福岡県","52151","4077","1490","0","５／５","2049","2049","0","73%","8%","21","21","0","５／５","231","231","0","9%","448","0","３／３","2008","2008","19","22%","0","１／２","19","222","0%","47626","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"41","佐賀県","10404","584","311","0","４／５","520","586","50","53%","6%","3","3","0","１／５","26","48","0","6%","72","0","２／４","390","390","0","18%","0","４／５","50","50","0%","9748","566","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"42","長崎県","12092","1066","340","0","Ⅰ／Ⅱ","604","620","0","55%","9%","4","4","0","Ⅰ／Ⅱ","30","30","0","13%","103","0","Ⅰ／Ⅱ","626","646","20","16%","0","Ⅰ／Ⅱ","0","20","0%","10923","1405","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"43","熊本県","17499","974","663","0","Ⅱ／Ⅱ","1106","1106","0","60%","6%","30","30","0","Ⅱ／Ⅱ","66","66","0","45%","290","0","Ⅱ／Ⅱ","1226","1226","0","24%","0","－","0","0","－","16235","0","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"44","大分県","11539","342","342","0","３／４","467","574","0","60%","3%","2","2","0","３／４","42","43","0","5%","59","13","３／４","989","1460","254","4%","13","３／４","175","254","5%","11138","24","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"45","宮崎県","13020","729","234","0","Ⅰ／Ⅰ","409","448","0","52%","6%","3","2","0","Ⅰ／Ⅰ","17","17","0","12%","95","0","Ⅰ／Ⅰ","512","512","12","19%","0","Ⅰ／Ⅰ","12","12","0%","12196","1044","0","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"46","鹿児島県","18755","1489","567","0","Ⅱ／Ⅱ","726","726","0","78%","8%","11","11","0","Ⅱ／Ⅱ","35","35","0","31%","942","0","Ⅱ／Ⅱ","1657","1657","47","57%","0","１／４","0","59","0%","16200","0","124","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
"47","沖縄県","7081","295","295","0","５／５","658","658","25","45%","4%","9","9","0","５／５","48","48","0","19%","235","13","５／５","1117","1117","75","21%","13","５／５","100","100","13%","6475","327","76","0","2023-01-18","https://www.mhlw.go.jp/content/10900000/001041459.xlsx"
