"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"15","新潟県","4","4","１／３","456","1%","456","0","１／３","112","0%","112","0","１／３","176","0%","176","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"16","富山県","1","0","１／４","500","0%","500","0","１／４","36","0%","36","1","１／４","125","1%","100","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"17","石川県","19","18","１／２","258","7%","254","1","１／２","35","3%","35","1","１／２","340","0%","340","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"18","福井県","1","1","１／４","215","0%","215","1","１／４","24","4%","24","0","１／４","75","0%","75","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"19","山梨県","16","14","１／４","285","5%","250","0","１／４","24","0%","24","2","１／４","100","2%","100","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"20","長野県","16","16","２／４","350","5%","350","0","２／４","48","0%","48","0","２／４","250","0%","250","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"21","岐阜県","42","42","１／３","625","7%","625","1","１／３","51","2%","51","0","１／３","466","0%","466","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"22","静岡県","71","34","２／４","384","9%","450","0","２／４","34","0%","67","21","２／４","379","6%","450","0","0","16","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"23","愛知県","579","148","２／４","860","17%","839","11","２／４","70","16%","121","106","２／４","1300","8%","1300","240","0","85","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"24","三重県","20","20","２／３","349","6%","349","4","２／３","53","8%","53","0","２／３","100","0%","100","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"25","滋賀県","24","22","２／４","429","5%","450","0","２／４","45","0%","72","1","２／４","260","0%","250","1","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"26","京都府","98","60","２／３","569","11%","750","15","２／３","86","17%","86","11","２／３","338","3%","338","27","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"27","大阪府","1060","366","２／４","1377","27%","1615","50","２／４","355","14%","215","247","２／３","1517","16%","1036","198","0","249","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"28","兵庫県","178","149","２／５","663","22%","650","16","２／５","110","15%","120","29","２／５","698","4%","700","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"29","奈良県","54","49","１／３","467","10%","500","0","１／３","27","0%","25","5","１／３","108","5%","108","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"30","和歌山県","6","6","２／４","400","2%","400","0","２／４","40","0%","40","0","２／４","137","0%","137","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"31","鳥取県","2","2","１／３","313","1%","300","0","１／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"32","島根県","0","0","１／５","253","0%","253","0","１／５","25","0%","25","0","１／５","98","0%","98","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"33","岡山県","118","87","２／４","281","31%","250","2","２／４","37","5%","40","21","１／４","207","10%","180","6","0","4","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"34","広島県","12","12","１／３","553","2%","500","0","１／３","72","0%","70","0","１／３","709","0%","700","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"35","山口県","4","4","１／３","423","1%","423","0","１／３","137","0%","137","0","１／３","834","0%","834","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"36","徳島県","0","0","２／４","200","0%","200","0","２／４","25","0%","25","0","２／４","150","0%","150","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"37","香川県","3","2","１／３","196","1%","196","0","１／３","26","0%","26","0","１／３","101","0%","101","1","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"38","愛媛県","0","0","１／３","229","0%","223","0","１／３","33","0%","33","0","１／３","117","0%","117","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"39","高知県","1","1","１／４","200","1%","200","0","１／４","58","0%","57","0","１／４","361","0%","190","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"40","福岡県","74","39","２／３","551","7%","760","4","２／３","90","4%","110","22","２／３","1057","2%","1200","13","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"41","佐賀県","10","6","１／４","274","2%","274","0","１／４","46","0%","46","4","１／４","253","2%","253","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"42","長崎県","1","0","２／４","395","0%","395","0","２／４","27","0%","42","0","２／４","224","0%","550","1","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"43","熊本県","51","45","１／３","400","11%","400","1","１／３","59","2%","59","6","１／３","1430","0%","140","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"44","大分県","0","0","１／４","330","0%","330","0","１／４","41","0%","41","0","１／２","700","0%","170","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"45","宮崎県","4","2","１／３","246","1%","246","1","１／３","33","3%","33","0","１／３","250","0%","250","2","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"46","鹿児島県","20","12","２／４","342","4%","300","0","２／４","38","0%","48","8","２／４","370","2%","370","0","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
"47","沖縄県","292","187","４／５","434","43%","425","19","４／５","53","36%","51","54","３／５","370","15%","340","51","0","0","2020-11-04","https://www.mhlw.go.jp/content/10900000/000692127.pdf"
