"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"34","広島県","12","11","１／３","553","2%","500","0","１／３","72","0%","70","1","１／３","854","0%","700","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"35","山口県","25","25","１／４","423","6%","423","1","１／４","102","1%","102","0","１／４","834","0%","834","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"36","徳島県","33","28","２／４","200","14%","200","1","２／４","25","4%","25","5","２／４","150","3%","150","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"37","香川県","11","10","１／３","185","5%","185","0","１／３","25","0%","25","1","１／３","101","1%","101","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"38","愛媛県","1","1","１／３","229","0%","223","0","１／３","33","0%","33","0","１／３","117","0%","117","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"39","高知県","7","7","２／４","192","4%","200","0","２／４","57","0%","57","0","２／４","361","0%","190","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"40","福岡県","318","144","２／３","490","29%","760","10","２／３","60","17%","110","43","２／３","1057","4%","1200","131","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"41","佐賀県","3","3","１／４","273","1%","273","0","１／４","46","0%","46","0","１／４","253","0%","253","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"42","長崎県","10","6","３／４","395","2%","395","0","３／４","27","0%","42","2","３／４","224","1%","550","2","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"43","熊本県","34","32","１／３","400","8%","400","0","１／３","59","0%","59","2","１／３","1430","0%","140","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"44","大分県","8","8","１／４","330","2%","330","0","１／４","41","0%","41","0","１／２","700","0%","170","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"45","宮崎県","6","6","２／３","246","2%","246","0","２／３","33","0%","33","0","２／３","250","0%","250","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"46","鹿児島県","7","6","３／４","253","2%","300","1","３／４","48","2%","48","1","３／４","370","0%","370","0","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
"47","沖縄県","168","145","４／５","465","31%","425","22","４／５","53","42%","51","12","４／５","340","4%","340","11","0","0","2021-09-16","https://www.mhlw.go.jp/content/10900000/000694896.pdf"
