"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"12","千葉県","411","188","３／４","1147","16%","1200","6","３／４","101","6%","180","132","３／４","710","19%","1400","73","0","18","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"13","東京都","2135","1070","３／４","4000","27%","4000","154","２／４","500","31%","500","382","３／４","1910","20%","3000","347","1","335","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"14","神奈川県","662","329","１／３","1939","17%","1939","23","１／３","200","12%","200","163","１／２","861","19%","1000","170","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"15","新潟県","18","18","１／３","456","4%","456","0","１／３","112","0%","112","0","１／３","176","0%","176","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"16","富山県","2","2","１／４","500","0%","500","0","１／４","36","0%","36","0","１／４","125","0%","100","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"17","石川県","16","16","１／２","258","6%","254","1","１／２","35","3%","35","0","１／２","340","0%","340","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"18","福井県","10","10","１／４","215","5%","215","0","１／４","24","0%","24","0","１／４","75","0%","75","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"19","山梨県","32","31","１／４","285","11%","250","1","１／４","24","4%","24","1","１／４","100","1%","100","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"20","長野県","50","48","２／４","350","14%","350","0","２／４","48","0%","48","2","２／４","250","1%","250","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"21","岐阜県","88","88","１／３","625","14%","625","0","１／３","51","0%","51","0","１／３","466","0%","466","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"22","静岡県","104","78","３／４","384","20%","450","0","３／４","34","0%","67","16","３／４","379","4%","450","0","0","10","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"23","愛知県","834","200","２／４","860","23%","839","15","２／４","70","21%","121","153","２／４","1300","12%","1300","352","0","129","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"24","三重県","41","41","２／３","349","12%","349","3","２／３","53","6%","53","0","２／３","100","0%","100","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"25","滋賀県","75","45","２／４","429","10%","450","0","２／４","45","0%","72","28","２／４","260","11%","250","1","0","1","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"26","京都府","124","78","２／３","569","14%","750","13","２／３","86","15%","86","18","２／３","338","5%","338","28","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"27","大阪府","1330","462","３／４","1391","33%","1615","91","３／４","355","26%","215","275","２／３","1517","18%","1036","235","0","358","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"28","兵庫県","277","226","３／５","671","34%","650","17","３／５","110","15%","120","51","３／５","698","7%","700","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"29","奈良県","108","96","１／３","467","21%","500","1","１／３","27","4%","25","12","１／３","108","11%","108","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"30","和歌山県","21","21","２／４","400","5%","400","0","２／４","40","0%","40","0","２／４","137","0%","137","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"31","鳥取県","11","11","１／３","313","4%","300","0","１／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"32","島根県","0","0","１／５","253","0%","253","0","１／５","25","0%","25","0","１／５","98","0%","98","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"33","岡山県","80","66","２／４","281","23%","250","1","２／４","37","3%","40","9","２／４","207","4%","180","4","0","1","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"34","広島県","22","22","１／３","553","4%","500","1","１／３","72","1%","70","0","１／３","709","0%","700","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"35","山口県","19","18","１／３","423","4%","423","1","１／３","137","1%","137","1","１／３","834","0%","834","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"36","徳島県","6","6","２／４","200","3%","200","0","２／４","25","0%","25","0","２／４","150","0%","150","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"37","香川県","6","6","１／３","196","3%","196","0","１／３","26","0%","26","0","１／３","101","0%","101","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"38","愛媛県","5","5","１／３","229","2%","223","0","１／３","33","0%","33","0","１／３","117","0%","117","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"39","高知県","0","0","１／４","200","0%","200","0","１／４","58","0%","57","0","１／４","361","0%","190","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"40","福岡県","99","53","２／３","551","10%","760","4","２／３","90","4%","110","27","２／３","1057","3%","1200","19","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"41","佐賀県","18","10","１／４","274","4%","274","0","１／４","46","0%","46","8","１／４","253","3%","253","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"42","長崎県","5","4","２／４","395","1%","395","0","２／４","27","0%","42","0","２／４","352","0%","550","1","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"43","熊本県","56","46","１／３","400","12%","400","3","１／３","59","5%","59","9","１／３","1430","1%","140","1","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"44","大分県","2","2","１／４","330","1%","330","0","１／４","41","0%","41","0","１／２","700","0%","170","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"45","宮崎県","3","3","１／３","246","1%","246","1","１／３","33","3%","33","0","１／３","250","0%","250","0","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"46","鹿児島県","67","35","２／４","342","10%","300","0","２／４","38","0%","48","30","２／４","370","8%","370","2","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
"47","沖縄県","268","155","４／５","434","36%","425","14","４／５","53","26%","51","68","３／５","370","18%","340","45","0","0","2020-11-11","https://www.mhlw.go.jp/content/10900000/000694900.pdf"
