"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"33","岡山県","5226","112","95","0","４／４","523","554","0","17%","2%","1","1","0","２／４","37","68","0","1%","119","0","２／３","373","629","0","19%","0","２／４","0","5","0%","4445","99","550","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"34","広島県","8917","334","154","3","４／４","577","613","19","25%","4%","4","4","0","４／４","44","46","0","9%","614","0","４／４","2200","2200","0","28%","3","４／４","19","19","16%","5786","87","2183","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"35","山口県","2095","87","87","0","４／４","595","595","0","15%","4%","1","1","0","４／４","47","47","0","2%","130","0","４／４","830","830","0","16%","0","４／４","0","0","－","1730","0","148","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"36","徳島県","858","37","37","0","３／５","175","263","22","14%","4%","0","0","0","３／５","16","25","0","0%","121","0","５／５","500","500","0","24%","0","３／５","0","22","0%","700","0","0","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"37","香川県","2720","51","49","0","３／３","266","266","0","18%","2%","0","0","0","３／３","30","30","0","0%","177","0","２／２","474","474","0","37%","0","３／３","0","0","－","1611","19","881","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"38","愛媛県","1843","54","53","0","３／３","287","287","0","18%","3%","3","3","0","３／３","19","19","0","16%","66","0","３／３","263","263","67","25%","0","３／３","67","67","0%","1715","39","8","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"39","高知県","1886","63","63","0","５／５","271","271","0","23%","3%","1","0","0","５／５","24","24","0","0%","115","0","５／５","418","418","0","28%","0","－","0","0","－","1693","50","15","1","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"40","福岡県","14284","428","332","0","４／５","1304","1650","0","20%","3%","5","5","0","４／５","185","207","0","2%","740","0","４／４","2468","2468","19","30%","0","１／２","19","69","0%","11803","23","1313","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"41","佐賀県","2536","135","133","0","３／５","412","562","50","24%","5%","0","0","0","１／５","3","48","0","0%","187","0","２／４","615","615","0","30%","0","３／５","50","50","0%","2214","36","0","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"42","長崎県","4298","119","117","0","４／４","413","449","0","26%","3%","0","0","0","４／４","36","36","0","0%","195","0","４／４","900","900","0","22%","0","４／４","0","0","－","3423","0","561","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"43","熊本県","4967","208","151","0","２／２","694","694","0","22%","4%","5","5","0","２／２","53","53","0","9%","418","0","２／２","1226","1226","0","34%","0","－","0","0","－","3460","31","881","41","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"44","大分県","2364","101","101","0","３／４","417","508","0","20%","4%","2","2","0","３／４","34","43","0","5%","382","58","３／４","1055","1360","254","28%","58","３／４","175","254","23%","1862","31","19","19","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"45","宮崎県","3740","54","54","0","２／２","306","306","0","18%","1%","2","2","0","２／２","15","15","0","13%","85","0","Ⅰ／Ⅰ","510","510","10","17%","0","Ⅰ／Ⅰ","10","10","0%","2694","15","907","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"46","鹿児島県","4786","178","149","0","４／４","564","564","0","26%","4%","3","3","0","４／４","33","33","0","9%","935","0","４／４","1710","1757","47","53%","0","１／４","0","57","0%","0","0","3673","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
"47","沖縄県","13686","312","312","0","５／５","633","633","0","49%","2%","18","18","0","５／５","60","60","0","30%","612","0","５／５","1280","1280","100","48%","0","５／５","100","100","0%","10765","0","1997","0","2022-05-11","https://www.mhlw.go.jp/content/10900000/000938614.xlsx"
