"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","22625","618","575","0","４／４","1804","1922","130","30%","3%","11","11","0","１／４","73","191","0","6%","176","0","４／４","1747","1986","8","9%","2","４／４","160","160","1%","21451","0","378","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"12","千葉県","18783","682","399","10","２／２","1568","1841","224","22%","4%","4","4","0","２／２","121","133","0","3%","194","0","２／２","1758","1956","3","10%","10","２／２","187","227","4%","17907","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"13","東京都","43775","1654","1593","135","２／２","6737","7496","579","21%","4%","269","269","0","１／２","930","1047","0","26%","1241","45","２／２","9300","9300","550","13%","237","２／２","1986","2056","12%","27144","186","13679","50","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"14","神奈川県","23463","619","619","11","２／４","1790","2100","143","29%","3%","25","25","0","１／４","118","210","0","12%","118","0","１／１","2451","2451","0","5%","11","２／４","11","143","8%","22710","307","16","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"15","新潟県","5491","127","127","0","３／４","601","688","0","18%","2%","0","0","0","３／４","112","112","0","0%","36","0","３／３","357","357","0","10%","0","３／３","10","10","0%","5328","170","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"16","富山県","3005","103","100","0","２／３","272","481","0","21%","3%","0","0","0","２／３","14","36","0","0%","48","0","２／３","510","510","0","9%","0","２／３","0","0","－","2854","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"17","石川県","4058","122","122","0","Ⅰ／Ⅱ","413","413","0","30%","3%","1","1","0","Ⅰ／Ⅱ","37","37","0","3%","25","0","Ⅰ／Ⅱ","630","630","0","4%","0","Ⅰ／Ⅱ","0","0","－","3911","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"18","福井県","1882","71","71","0","４／４","389","503","100","14%","4%","0","0","0","４／４","24","24","0","0%","64","0","２／４","425","575","0","11%","0","４／４","0","100","0%","1747","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"19","山梨県","1786","43","43","0","２／５","195","438","0","10%","2%","0","0","0","２／５","13","24","0","0%","70","35","２／５","1135","1135","639","6%","35","２／５","639","639","5%","1643","44","30","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"20","長野県","5754","121","109","0","２／３","522","531","0","21%","2%","1","1","0","２／３","39","43","0","2%","54","0","２／３","735","735","0","7%","0","－","0","0","－","5579","70","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"21","岐阜県","4992","199","175","0","２／４","635","914","0","19%","4%","0","0","0","２／４","59","59","0","0%","172","0","３／３","1932","1932","4","9%","0","３／３","4","4","0%","4554","354","67","10","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"22","静岡県","5689","266","187","0","３／３","862","862","0","22%","5%","3","3","0","３／３","58","58","0","5%","44","0","３／３","894","894","0","5%","0","３／３","0","75","0%","5379","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"23","愛知県","24014","996","529","0","２／２","1756","1756","0","30%","4%","9","9","0","２／２","172","172","0","5%","182","0","２／２","2737","2737","0","7%","0","２／２","0","0","－","22332","0","504","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"24","三重県","6275","163","155","0","Ⅱ／Ⅲ","563","586","10","26%","3%","3","3","0","Ⅱ／Ⅲ","52","52","0","6%","27","0","３／３","496","496","0","5%","0","Ⅱ／Ⅲ","0","10","0%","6085","70","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"25","滋賀県","5294","327","134","5","Ⅰ／Ⅰ","509","511","30","26%","6%","1","1","0","Ⅰ／Ⅰ","52","52","0","2%","43","0","Ⅰ／Ⅰ","631","631","0","7%","5","Ⅰ／Ⅰ","30","30","17%","4921","60","3","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"26","京都府","7154","175","175","0","２／２","1033","1033","110","17%","2%","18","18","0","２／２","175","175","0","10%","90","0","１／１","1126","1126","0","8%","0","２／２","110","110","0%","6889","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"27","大阪府","32858","1112","1101","0","４／５","3567","4740","0","23%","3%","282","282","0","２／５","1235","1544","0","18%","967","35","５／７","6389","9480","188","10%","35","Ⅰ／Ⅰ","196","226","15%","30779","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"28","兵庫県","11624","390","390","0","５／５","1712","1712","0","23%","3%","7","7","0","５／５","142","142","0","5%","91","0","５／５","2411","2411","0","4%","0","－","0","0","－","11143","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"29","奈良県","4584","117","101","0","２／３","422","555","0","18%","3%","4","4","0","２／３","27","36","0","11%","41","0","２／３","969","969","0","4%","0","２／３","0","0","－","4426","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"30","和歌山県","3293","192","192","0","３／３","545","545","0","35%","6%","1","1","0","３／３","26","26","0","4%","26","0","３／３","178","178","0","15%","0","３／３","178","181","0%","3075","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"31","鳥取県","1576","82","82","0","３／３","285","351","5","23%","5%","1","1","0","３／３","30","47","0","2%","14","0","２／２","448","448","0","3%","0","１／１","5","5","0%","1480","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"32","島根県","2031","63","52","0","５／５","361","371","0","14%","3%","0","0","0","５／５","5","28","0","0%","10","0","５／５","133","133","0","8%","0","－","0","0","－","1833","0","125","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"33","岡山県","6643","166","163","0","４／４","600","629","0","26%","2%","5","5","0","２／４","37","68","0","7%","33","0","２／３","373","629","0","5%","0","２／４","0","5","0%","6443","117","1","1","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"34","広島県","10746","202","169","2","Ⅱ／Ⅱ","822","933","99","18%","2%","2","2","0","Ⅱ／Ⅱ","53","55","0","4%","157","0","Ⅰ／Ⅰ","1573","1966","0","8%","2","Ⅱ／Ⅱ","39","99","2%","10387","18","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"35","山口県","3513","122","122","0","４／４","680","680","0","18%","3%","2","2","0","４／４","47","47","0","4%","27","0","４／４","671","671","0","4%","0","４／４","0","0","－","3364","170","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"36","徳島県","1768","53","53","0","４／５","254","286","22","19%","3%","1","1","0","４／５","25","25","0","4%","35","0","５／５","580","580","0","6%","0","４／５","0","22","0%","1680","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"37","香川県","2747","108","52","0","３／３","271","271","0","19%","4%","3","3","0","３／３","30","30","0","10%","37","0","２／２","474","474","0","8%","0","３／３","0","0","－","2438","65","164","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"38","愛媛県","3323","106","68","0","Ⅰ／Ⅰ","469","479","10","14%","3%","1","1","0","Ⅰ／Ⅰ","26","26","0","4%","25","0","３／３","263","263","67","10%","0","Ⅰ／Ⅰ","67","77","0%","3192","50","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"39","高知県","1935","91","75","0","５／５","396","396","0","19%","5%","3","3","0","５／５","24","24","0","13%","14","5","５／５","206","206","16","7%","5","５／５","16","16","31%","1830","60","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"40","福岡県","13211","1097","443","0","４／５","1327","2024","0","22%","8%","6","6","0","４／５","195","217","0","3%","138","0","４／４","2432","2432","19","6%","0","１／２","19","222","0%","11976","0","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"41","佐賀県","2445","119","83","0","２／５","321","590","50","14%","5%","2","2","0","１／５","5","48","0","4%","34","0","１／４","490","490","0","7%","0","２／５","50","50","0%","2292","61","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"42","長崎県","3868","245","143","0","Ⅱ／Ⅱ","648","721","0","20%","6%","3","3","0","Ⅱ／Ⅱ","40","40","0","8%","57","0","Ⅱ／Ⅱ","900","920","20","6%","0","Ⅱ／Ⅱ","20","20","0%","3566","173","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"43","熊本県","5294","237","201","0","２／２","820","820","0","25%","4%","6","6","0","２／２","53","53","0","11%","139","0","２／２","1226","1226","0","11%","0","－","0","0","－","4912","0","6","6","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"44","大分県","2725","124","124","0","３／４","478","550","0","23%","5%","1","1","0","３／４","42","43","0","2%","46","10","３／４","1370","1460","254","3%","10","３／４","175","254","4%","2555","23","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"45","宮崎県","3478","209","85","0","２／２","359","359","0","24%","6%","3","3","0","２／２","15","15","0","20%","34","0","３／３","500","500","0","7%","0","３／３","0","0","－","3235","53","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"46","鹿児島県","4229","263","184","0","Ⅰ／Ⅱ","723","723","0","25%","6%","1","1","0","Ⅰ／Ⅱ","37","37","0","3%","271","0","Ⅰ／Ⅱ","1823","1823","47","15%","0","１／４","2","59","0%","3616","0","79","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
"47","沖縄県","3814","161","161","0","５／５","703","703","25","23%","4%","5","5","0","５／５","48","48","0","10%","152","1","５／５","1255","1255","75","12%","1","５／５","100","100","1%","3501","127","0","0","2022-09-28","https://www.mhlw.go.jp/content/10900000/000996353.xlsx"
