"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"14","神奈川県","1584","453","２／３","1939","23%","1939","56","２／３","200","28%","200","322","２／２","1134","28%","1000","809","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"15","新潟県","79","65","２／３","456","14%","456","0","２／３","112","0%","112","7","１／３","176","4%","176","7","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"16","富山県","16","15","２／４","500","3%","500","1","２／４","36","3%","36","0","２／４","125","0%","100","1","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"17","石川県","55","53","１／２","258","21%","254","0","１／２","35","0%","35","2","１／２","340","1%","340","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"18","福井県","16","16","２／４","215","7%","215","2","２／４","24","8%","24","0","１／４","75","0%","75","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"19","山梨県","44","40","２／４","285","14%","250","1","２／４","24","4%","24","4","２／４","139","3%","100","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"20","長野県","194","161","３／４","350","46%","350","6","３／４","48","13%","48","22","３／４","250","9%","250","11","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"21","岐阜県","370","287","３／３","625","46%","625","5","３／３","51","10%","51","83","３／３","466","18%","466","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"22","静岡県","677","176","４／４","442","40%","450","16","４／４","38","42%","67","45","４／４","592","8%","450","0","0","456","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"23","愛知県","2155","513","３／４","934","55%","839","35","３／４","70","50%","121","275","３／４","1300","21%","1300","1151","0","216","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"24","三重県","190","180","２／３","349","52%","349","5","２／３","53","9%","53","9","２／３","100","9%","100","1","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"25","滋賀県","74","54","２／３","274","20%","280","2","２／３","44","5%","62","17","２／３","260","7%","420","1","0","2","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"26","京都府","512","170","３／３","680","25%","750","16","３／３","86","19%","86","91","３／３","338","27%","338","251","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"27","大阪府","4249","975","４／４","1492","65%","1615","219","４／４","396","55%","215","791","３／３","2019","39%","1036","1543","0","940","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"28","兵庫県","780","477","６／６","671","71%","750","43","６／６","110","39%","120","247","６／６","988","25%","1000","0","0","56","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"29","奈良県","229","161","３／３","467","34%","500","9","３／３","27","33%","25","68","２／３","108","63%","108","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"30","和歌山県","67","67","２／４","400","17%","400","3","２／４","40","8%","40","0","２／４","137","0%","137","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"31","鳥取県","9","9","１／３","313","3%","300","0","１／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"32","島根県","16","16","１／５","253","6%","253","1","１／５","25","4%","25","0","１／５","98","0%","98","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"33","岡山県","206","144","３／４","302","48%","250","3","３／４","37","8%","40","28","３／４","207","14%","180","32","0","2","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"34","広島県","752","196","２／３","553","35%","500","13","２／３","72","18%","70","66","２／３","934","7%","700","489","1","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"35","山口県","46","45","１／３","423","11%","423","5","１／３","137","4%","137","1","１／３","834","0%","834","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"36","徳島県","3","3","２／４","200","2%","200","0","２／４","25","0%","25","0","２／４","150","0%","150","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"37","香川県","46","23","２／３","199","12%","199","0","２／３","26","0%","26","18","２／３","101","18%","101","2","0","3","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"38","愛媛県","55","43","３／３","229","19%","223","2","３／３","33","6%","33","5","３／３","192","3%","117","7","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"39","高知県","187","114","４／４","200","57%","200","1","４／４","58","2%","57","16","４／４","361","4%","190","57","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"40","福岡県","690","216","１／３","551","39%","760","12","１／３","104","12%","110","257","１／３","1057","24%","1200","217","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"41","佐賀県","49","29","２／４","274","11%","274","0","２／４","46","0%","46","20","１／４","253","8%","253","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"42","長崎県","70","26","２／４","395","7%","395","2","２／４","27","7%","42","30","２／４","352","9%","550","5","0","9","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"43","熊本県","235","152","３／３","400","38%","400","7","３／３","59","12%","59","33","３／３","1430","2%","140","50","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"44","大分県","134","58","２／４","355","16%","355","3","２／４","41","7%","41","76","１／２","700","11%","170","0","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"45","宮崎県","72","35","２／３","246","14%","246","2","２／３","33","6%","33","30","２／３","250","12%","250","7","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"46","鹿児島県","173","70","３／４","342","20%","300","0","３／４","38","0%","48","91","３／４","370","25%","370","12","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
"47","沖縄県","341","191","４／５","456","42%","425","19","４／５","53","36%","51","62","４／５","370","17%","340","88","0","0","2020-12-16","https://www.mhlw.go.jp/content/10900000/000707318.pdf"
