"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"18","福井県","1318","78","78","0","３／５","183","441","100","18%","6%","1","1","0","３／５","17","24","0","4%","167","0","５／５","316","316","0","53%","0","３／５","0","100","0%","1073","0","0","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"19","山梨県","2697","227","227","0","５／５","389","389","0","58%","8%","0","0","0","５／５","24","24","0","0%","734","459","５／５","1135","1135","639","65%","459","５／５","639","639","72%","1463","0","273","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"20","長野県","5442","338","210","0","２／３","420","513","0","41%","6%","1","1","0","２／３","36","43","0","2%","539","0","Ⅰ／Ⅰ","932","932","0","58%","0","－","0","0","－","2887","0","1678","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"21","岐阜県","6162","588","588","0","４／４","894","894","0","66%","10%","1","1","0","４／４","59","59","0","2%","732","0","３／３","1932","1932","4","38%","0","４／４","4","4","0%","3125","98","1717","45","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"22","静岡県","12122","306","270","0","２／３","539","751","0","36%","3%","3","3","0","２／３","44","64","0","5%","289","0","２／３","973","1063","0","27%","0","２／３","75","75","0%","10952","156","575","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"23","愛知県","38245","992","677","0","２／２","1666","1666","0","41%","3%","20","20","0","２／２","172","172","0","12%","647","0","２／２","1852","1852","0","35%","0","２／２","0","0","－","30846","127","5760","9","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"24","三重県","4850","220","220","0","Ⅱ／Ⅲ","500","544","10","40%","5%","3","3","0","Ⅱ／Ⅲ","52","56","0","5%","104","0","３／３","665","665","0","16%","0","Ⅱ／Ⅲ","10","10","0%","4498","159","28","14","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"25","滋賀県","6041","305","305","0","Ⅰ／Ⅰ","484","487","30","63%","5%","3","3","0","Ⅰ／Ⅰ","52","52","0","6%","207","0","Ⅰ／Ⅰ","677","677","0","31%","0","Ⅰ／Ⅰ","30","30","0%","5474","63","55","11","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"26","京都府","17335","495","495","1","２／２","892","892","110","55%","3%","40","40","0","２／２","171","171","0","23%","260","0","１／１","1126","1126","0","23%","1","２／２","110","110","1%","16580","11","0","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"27","大阪府","88549","2588","2588","0","Ⅰ／Ⅰ","3271","3753","0","69%","3%","575","575","0","３／５","1035","1367","0","42%","2177","0","Ⅰ／Ⅰ","10423","10423","0","21%","0","Ⅰ／Ⅰ","506","1041","0%","33014","0","50770","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"28","兵庫県","39025","946","946","0","５／５","1417","1417","0","67%","2%","22","22","0","５／５","142","142","0","15%","402","0","５／５","2411","2411","0","17%","0","－","0","0","－","30953","0","6724","65","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"29","奈良県","8232","393","393","0","３／３","504","508","0","77%","5%","14","14","0","３／３","34","34","0","41%","363","0","３／３","1083","1083","0","34%","0","３／３","0","0","－","0","0","7476","82","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"30","和歌山県","3263","378","378","0","３／３","620","620","0","61%","12%","5","5","0","３／３","26","26","0","19%","81","0","３／３","329","329","0","25%","0","３／３","178","178","0%","1218","0","1586","1586","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"31","鳥取県","1292","85","85","0","２／３","213","350","5","24%","7%","0","0","0","２／３","19","47","0","0%","102","0","２／２","277","364","0","28%","0","１／１","5","5","0%","790","0","315","315","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"32","島根県","904","121","121","0","５／５","324","368","0","33%","13%","1","1","0","５／５","5","28","0","4%","49","0","５／５","133","133","0","37%","0","－","0","0","－","561","2","173","8","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"33","岡山県","6735","252","238","0","４／４","523","554","0","43%","4%","6","6","0","２／４","37","68","0","9%","211","0","３／３","629","629","0","34%","0","３／４","0","5","0%","4690","76","1582","15","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"34","広島県","20552","676","426","0","Ⅰ／Ⅱ","754","814","56","52%","3%","10","10","0","Ⅰ／Ⅱ","58","58","0","17%","730","0","Ⅰ／Ⅰ","2334","2334","0","31%","0","Ⅰ／Ⅱ","36","56","0%","13615","287","5531","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"35","山口県","3482","256","256","0","４／４","581","581","0","44%","7%","3","3","0","４／４","47","47","0","6%","204","0","４／４","830","830","0","25%","0","４／４","0","0","－","2664","0","358","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"36","徳島県","1084","83","83","0","３／５","175","263","22","32%","8%","0","0","0","３／５","16","25","0","0%","225","0","５／５","500","500","0","45%","0","３／５","0","22","0%","776","0","0","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"37","香川県","2491","98","87","0","３／３","264","264","0","33%","4%","2","0","0","３／３","30","30","0","0%","123","0","１／２","368","424","0","29%","0","３／３","0","0","－","941","33","1329","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"38","愛媛県","2568","97","97","0","３／３","263","263","0","37%","4%","2","2","0","３／３","19","19","0","11%","69","0","３／３","263","263","67","26%","0","３／３","67","67","0%","2314","126","88","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"39","高知県","1651","119","108","0","５／５","255","262","0","41%","7%","5","5","0","５／５","16","24","0","21%","195","0","５／５","408","408","0","48%","0","５／５","0","0","－","1306","0","31","12","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"40","福岡県","42935","837","806","0","５／５","1558","1558","0","52%","2%","10","10","0","５／５","206","206","0","5%","1034","0","４／４","2234","2234","19","46%","0","１／２","19","69","0%","36444","109","4620","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"41","佐賀県","3085","204","204","0","４／５","482","545","50","37%","7%","0","0","0","２／５","8","48","0","0%","277","0","３／４","515","515","0","54%","0","４／５","50","50","0%","2604","42","0","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"42","長崎県","6184","363","204","0","Ⅰ／Ⅱ","462","509","0","40%","6%","0","0","0","Ⅰ／Ⅱ","40","40","0","0%","214","0","Ⅰ／Ⅱ","900","920","20","23%","0","Ⅰ／Ⅱ","20","20","0%","4492","42","1115","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"43","熊本県","9106","523","523","0","Ⅰ／Ⅱ","784","784","0","67%","6%","10","10","0","Ⅰ／Ⅱ","68","68","0","15%","415","0","Ⅰ／Ⅱ","1000","1335","0","31%","0","－","0","0","－","6118","2","2050","167","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"44","大分県","2847","225","225","0","３／４","411","508","0","44%","8%","0","0","0","３／４","36","43","0","0%","746","0","３／４","1360","1360","209","55%","0","３／４","79","209","0%","1847","70","29","29","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"45","宮崎県","3412","98","98","0","２／２","271","271","0","36%","3%","0","0","0","２／２","15","15","0","0%","153","0","Ⅰ／Ⅰ","510","510","10","30%","0","Ⅰ／Ⅰ","10","10","0%","2187","19","974","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"46","鹿児島県","4538","287","286","0","４／４","564","564","0","51%","6%","1","1","0","４／４","33","33","0","3%","658","0","４／４","1710","1757","47","37%","0","１／４","0","57","0%","0","0","3593","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
"47","沖縄県","7845","429","429","0","５／５","644","644","0","67%","5%","38","38","0","５／５","61","61","0","62%","494","0","５／５","1210","1210","30","41%","0","５／５","30","30","0%","5737","175","1185","0","2022-02-02","https://www.mhlw.go.jp/content/10900000/000893628.xlsx"
