"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"22","静岡県","2390","30","30","0","３／３","615","644","0","5%","1%","0","0","0","３／３","54","60","0","0%","74","0","３／３","958","958","0","8%","0","３／３","0","75","0%","2284","18","2","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"23","愛知県","8057","159","138","0","１／２","1214","1723","0","8%","2%","1","1","0","１／２","139","172","0","1%","306","0","１／２","2224","2224","0","14%","0","１／２","0","0","－","6219","48","1373","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"24","三重県","1518","66","62","0","２／３","347","461","0","13%","4%","1","1","0","２／３","46","50","0","2%","55","0","３／３","496","682","0","8%","0","２／３","0","0","－","1383","51","14","1","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"25","滋賀県","1250","54","42","0","Ⅰ／Ⅰ","500","503","30","8%","4%","0","0","0","Ⅰ／Ⅰ","52","52","0","0%","52","0","Ⅰ／Ⅰ","630","630","0","8%","0","Ⅰ／Ⅰ","30","30","0%","1139","3","5","4","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"26","京都府","2714","112","112","0","２／２","960","960","110","12%","4%","7","7","0","２／２","171","171","0","4%","114","0","１／１","1126","1126","0","10%","0","２／２","110","110","0%","2488","0","0","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"27","大阪府","12973","510","510","0","１／５","2532","4130","0","12%","4%","123","123","0","１／５","1086","1471","0","8%","731","0","４／７","4840","11216","150","7%","0","Ⅰ／Ⅰ","156","191","0%","9866","0","1866","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"28","兵庫県","5181","154","154","0","３／５","1000","1529","0","10%","3%","1","1","0","３／５","100","142","0","1%","144","0","３／５","1500","2411","0","6%","0","－","0","0","－","4424","0","459","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"29","奈良県","1110","29","29","0","２／３","397","522","0","6%","3%","2","2","0","２／３","27","36","0","6%","72","0","２／３","1083","1083","0","7%","0","２／３","0","0","－","0","0","1009","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"30","和歌山県","634","62","62","0","３／３","588","588","0","11%","10%","0","0","0","３／３","26","26","0","0%","28","0","３／３","178","178","0","16%","0","３／３","178","181","0%","544","0","0","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"31","鳥取県","457","16","16","0","２／３","244","350","5","5%","4%","0","0","0","２／３","30","47","0","0%","79","0","２／２","459","459","0","17%","0","１／１","5","5","0%","320","0","42","42","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"32","島根県","1525","52","52","0","５／５","315","371","0","14%","3%","0","0","0","５／５","5","28","0","0%","44","0","５／５","133","133","0","33%","0","－","0","0","－","829","0","600","8","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"33","岡山県","1251","53","50","0","３／４","488","554","0","9%","4%","1","1","0","２／４","37","68","0","1%","43","0","２／３","373","629","0","7%","0","２／４","0","5","0%","1114","7","41","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"34","広島県","2942","151","76","0","３／４","509","583","19","13%","5%","1","1","0","３／４","35","45","0","2%","249","0","３／４","1441","2334","0","11%","0","３／４","19","19","0%","2403","103","139","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"35","山口県","1278","84","84","0","３／４","449","595","0","14%","7%","0","0","0","３／４","23","47","0","0%","74","0","３／４","830","830","0","9%","0","３／４","0","0","－","1054","9","66","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"36","徳島県","596","29","29","0","２／５","142","263","22","11%","5%","0","0","0","２／５","6","25","0","0%","47","0","５／５","500","500","0","9%","0","２／５","0","22","0%","520","0","0","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"37","香川県","650","37","23","0","３／３","271","271","0","8%","6%","0","0","0","３／３","30","30","0","0%","33","0","２／２","474","474","0","7%","0","３／３","0","0","－","479","1","101","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"38","愛媛県","1713","61","43","0","３／３","307","307","0","14%","4%","0","0","0","３／３","19","19","0","0%","66","0","３／３","263","263","67","25%","0","３／３","67","67","0%","1564","1","22","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"39","高知県","1139","38","38","0","５／５","271","271","0","14%","3%","1","1","0","５／５","24","24","0","4%","44","0","５／５","418","418","0","11%","0","－","0","0","－","1049","45","8","3","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"40","福岡県","6267","239","185","0","３／５","859","1681","0","11%","4%","0","0","0","３／５","117","217","0","0%","375","0","４／４","2468","2468","19","15%","0","１／２","19","69","0%","5409","20","244","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"41","佐賀県","1588","78","77","0","２／５","240","572","50","13%","5%","0","0","0","１／５","3","48","0","0%","136","0","２／４","615","615","0","22%","0","２／５","50","50","0%","1374","8","0","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"42","長崎県","2216","54","50","0","３／４","281","451","0","11%","2%","0","0","0","３／４","21","36","0","0%","94","0","３／４","900","900","0","10%","0","３／４","0","0","－","2068","39","0","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"43","熊本県","4698","248","188","0","２／２","705","705","0","27%","5%","1","1","0","２／２","53","53","0","2%","338","0","２／２","1226","1226","0","28%","0","－","0","0","－","3678","7","434","46","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"44","大分県","733","22","22","0","２／４","408","508","0","4%","3%","0","0","0","２／４","34","43","0","0%","140","94","２／４","1090","1360","254","10%","94","２／４","175","254","37%","571","4","0","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"45","宮崎県","1829","20","20","0","２／２","306","306","0","7%","1%","0","0","0","２／２","15","15","0","0%","68","0","３／３","500","500","0","14%","0","３／３","0","0","－","1341","10","400","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"46","鹿児島県","2528","127","124","0","３／４","431","559","0","22%","5%","1","1","0","３／４","11","33","0","3%","445","0","３／４","944","1812","47","25%","0","１／４","0","57","0%","0","0","1956","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
"47","沖縄県","10937","255","255","0","５／５","631","631","0","40%","2%","11","11","0","５／５","60","60","0","18%","591","0","５／５","1280","1280","100","46%","0","５／５","100","100","0%","8867","0","1224","0","2022-06-29","https://www.mhlw.go.jp/content/10900000/000959871.xlsx"
