"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","21413","706","619","0","４／４","1897","1897","130","33%","3%","11","11","0","４／４","195","195","0","6%","660","0","４／４","1984","1992","8","33%","0","４／４","162","162","0%","18114","0","1933","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"12","千葉県","17842","390","348","0","２／２","1578","1653","214","21%","2%","8","8","0","２／２","125","125","0","6%","470","0","２／２","2252","2252","3","21%","0","２／２","169","217","0%","16532","0","450","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"13","東京都","90662","1772","1747","151","３／３","6560","7229","230","24%","2%","299","299","0","３／３","1468","1468","0","20%","2874","10","３／３","8850","8850","290","32%","215","３／３","1545","1870","11%","41544","188","44418","63","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"14","神奈川県","25027","532","532","11","３／４","1771","2100","143","25%","2%","24","24","0","３／４","166","210","0","11%","389","0","１／１","2437","2437","0","16%","11","３／４","78","143","8%","24004","202","102","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"15","新潟県","4952","124","124","0","３／４","577","664","0","19%","3%","0","0","0","３／４","112","112","0","0%","45","0","３／３","300","357","0","13%","0","３／３","10","10","0%","4783","58","0","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"16","富山県","1994","25","25","0","１／３","111","481","0","5%","1%","0","0","0","１／３","12","36","0","0%","103","0","１／３","760","760","0","14%","0","１／３","0","0","－","1707","10","159","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"17","石川県","3478","78","78","0","３／３","308","308","0","25%","2%","4","4","0","３／３","37","37","0","11%","77","0","３／３","630","630","0","12%","0","３／３","0","0","－","2919","13","404","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"18","福井県","1191","70","70","0","４／５","272","441","100","16%","6%","1","1","0","４／５","22","24","0","4%","320","0","２／５","425","575","0","56%","0","４／５","0","100","0%","801","0","0","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"19","山梨県","1448","114","114","0","５／５","389","389","0","29%","8%","0","0","0","５／５","24","24","0","0%","422","281","５／５","1135","1135","639","37%","281","５／５","639","639","44%","749","10","163","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"20","長野県","6591","172","128","0","３／３","436","513","0","25%","3%","0","0","0","３／３","37","43","0","0%","441","0","３／３","806","806","0","55%","0","－","0","0","－","4742","5","1236","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"21","岐阜県","4874","244","244","0","４／４","831","894","0","27%","5%","0","0","0","４／４","59","59","0","0%","617","0","３／３","1932","1932","4","32%","0","４／４","4","4","0%","3207","37","806","6","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"22","静岡県","7021","120","98","0","３／３","613","644","0","15%","2%","1","1","0","３／３","56","59","0","2%","204","0","３／３","1057","1057","0","19%","0","３／３","75","75","0%","6680","38","17","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"23","愛知県","24046","499","433","0","２／２","1707","1707","0","25%","2%","14","14","0","２／２","172","172","0","8%","748","0","２／２","2224","2224","0","34%","0","２／２","0","0","－","20359","70","2440","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"24","三重県","4943","167","101","0","Ⅱ／Ⅲ","505","550","10","18%","3%","1","1","0","Ⅱ／Ⅲ","52","56","0","2%","111","0","３／３","665","665","0","17%","0","Ⅱ／Ⅲ","0","10","0%","4646","37","19","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"25","滋賀県","4245","164","133","0","Ⅰ／Ⅰ","500","503","30","26%","4%","0","0","0","Ⅰ／Ⅰ","52","52","0","0%","150","0","Ⅰ／Ⅰ","677","677","0","22%","0","Ⅰ／Ⅰ","30","30","0%","3925","67","6","4","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"26","京都府","8149","187","187","0","２／２","960","960","110","19%","2%","8","8","0","２／２","171","171","0","5%","295","0","１／１","1126","1126","0","26%","0","２／２","110","110","0%","7667","0","0","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"27","大阪府","38966","1098","1098","0","Ⅰ／Ⅰ","3626","3972","0","28%","3%","282","282","0","４／５","1207","1460","0","19%","1929","33","５／７","8732","11216","150","17%","42","Ⅰ／Ⅰ","656","1191","4%","26543","0","9387","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"28","兵庫県","13619","407","407","0","５／５","1529","1529","0","27%","3%","11","11","0","５／５","142","142","0","8%","414","0","５／５","2411","2411","0","17%","0","－","0","0","－","11856","0","942","3","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"29","奈良県","8643","121","121","0","３／３","518","518","0","23%","1%","6","6","0","３／３","36","36","0","17%","263","0","３／３","1083","1083","0","24%","0","３／３","0","0","－","0","0","8259","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"30","和歌山県","1733","177","177","0","３／３","598","598","0","30%","10%","2","2","0","３／３","26","26","0","8%","90","0","３／３","178","178","0","51%","0","３／３","178","181","0%","1466","0","0","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"31","鳥取県","898","52","52","0","２／３","240","350","5","15%","6%","0","0","0","２／３","30","47","0","0%","119","0","２／２","459","459","0","26%","0","１／１","5","5","0%","644","0","83","83","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"32","島根県","1404","57","57","0","５／５","325","371","0","15%","4%","1","1","0","５／５","5","28","0","4%","34","0","５／５","133","133","0","26%","0","－","0","0","－","979","0","334","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"33","岡山県","4876","150","149","0","４／４","523","554","0","27%","3%","3","3","0","２／４","37","68","0","4%","116","0","２／３","373","629","0","18%","0","２／４","0","5","0%","4307","100","303","2","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"34","広島県","10482","356","180","0","４／４","614","614","19","29%","3%","3","3","0","４／４","45","46","0","7%","639","0","４／４","1934","1934","0","33%","0","４／４","19","19","0%","8130","110","1357","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"35","山口県","2075","124","124","0","４／４","595","595","0","21%","6%","1","1","0","４／４","47","47","0","2%","113","0","４／４","830","830","0","14%","0","４／４","0","0","－","1709","31","129","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"36","徳島県","760","27","27","0","３／５","175","263","22","10%","4%","0","0","0","３／５","16","25","0","0%","80","0","５／５","500","500","0","16%","0","３／５","0","22","0%","653","0","0","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"37","香川県","2966","84","64","0","３／３","266","266","0","24%","3%","0","0","0","３／３","30","30","0","0%","141","0","２／２","474","474","0","30%","0","３／３","0","0","－","1971","9","770","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"38","愛媛県","2586","50","45","5","３／３","287","287","0","16%","2%","4","4","0","３／３","19","19","0","21%","100","8","３／３","263","263","67","38%","8","３／３","67","67","12%","2414","10","27","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"39","高知県","1604","54","54","0","５／５","271","271","0","20%","3%","1","1","0","５／５","24","24","0","4%","76","0","５／５","418","418","0","18%","0","－","0","0","－","1463","40","11","6","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"40","福岡県","39302","599","455","0","４／５","1304","1650","0","28%","2%","15","15","0","４／５","185","207","0","7%","892","0","４／４","2468","2468","19","36%","0","１／２","19","69","0%","36504","40","1307","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"41","佐賀県","3938","200","173","0","４／５","412","562","50","31%","5%","0","0","0","１／５","3","48","0","0%","296","0","３／４","615","615","0","48%","0","４／５","50","50","0%","3442","94","0","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"42","長崎県","4198","136","109","0","４／４","413","449","0","24%","3%","3","3","0","４／４","36","36","0","8%","231","0","４／４","900","900","0","26%","0","４／４","0","0","－","3223","0","608","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"43","熊本県","6294","206","199","0","２／２","694","694","0","29%","3%","2","2","0","２／２","53","53","0","4%","490","0","２／２","1226","1226","0","40%","0","－","0","0","－","5026","15","572","46","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"44","大分県","2353","94","94","0","３／４","415","508","0","19%","4%","0","0","0","３／４","34","43","0","0%","416","70","３／４","1055","1360","254","31%","70","３／４","175","254","28%","1827","25","16","16","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"45","宮崎県","4944","72","72","0","２／２","297","297","0","24%","1%","0","0","0","２／２","15","15","0","0%","129","0","Ⅰ／Ⅰ","510","510","10","25%","0","Ⅰ／Ⅰ","10","10","0%","3940","39","803","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"46","鹿児島県","5431","248","212","0","４／４","563","563","0","38%","5%","2","2","0","４／４","33","33","0","6%","959","0","４／４","1710","1757","47","55%","0","１／４","0","57","0%","0","0","4224","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
"47","沖縄県","10996","318","318","0","５／５","657","657","0","48%","3%","8","8","0","５／５","84","84","0","10%","561","0","５／５","1230","1230","50","46%","0","５／５","50","50","0%","8701","0","1416","0","2022-04-20","https://www.mhlw.go.jp/content/10900000/000932737.xlsx"
