"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"14","神奈川県","40118","1320","1320","75","Ⅰ／Ⅰ","2455","2500","180","53%","3%","69","69","0","Ⅰ／Ⅰ","188","270","0","26%","365","0","１／１","2437","2437","0","15%","75","Ⅰ／Ⅰ","180","204","37%","38170","260","263","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"15","新潟県","3307","155","155","0","３／４","577","664","0","23%","5%","3","3","0","３／４","112","112","0","3%","30","0","３／３","300","357","0","8%","0","３／３","10","10","0%","3122","49","0","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"16","富山県","5210","111","111","0","２／３","230","481","0","23%","2%","1","1","0","２／３","14","36","0","3%","190","0","２／３","760","760","0","25%","0","２／３","0","0","－","4484","99","425","3","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"17","石川県","3190","143","143","0","Ⅱ／Ⅱ","494","494","0","29%","4%","5","5","0","Ⅱ／Ⅱ","41","41","0","12%","70","0","Ⅱ／Ⅱ","970","970","0","7%","0","Ⅱ／Ⅱ","0","0","－","2459","69","518","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"18","福井県","2330","127","127","0","５／５","292","441","100","29%","5%","1","1","0","５／５","24","24","0","4%","187","0","２／５","425","575","0","33%","0","５／５","0","100","0%","2016","0","0","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"19","山梨県","1684","141","141","0","５／５","389","389","0","36%","8%","1","1","0","５／５","24","24","0","4%","378","302","５／５","1135","1135","639","33%","302","５／５","639","639","47%","949","55","216","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"20","長野県","3707","126","121","0","３／３","468","513","0","24%","3%","1","1","0","３／３","38","43","0","2%","348","0","Ⅰ／Ⅰ","932","932","0","37%","0","－","0","0","－","2874","0","359","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"21","岐阜県","4405","338","333","0","４／４","894","894","0","37%","8%","5","4","0","４／４","59","59","0","7%","584","0","３／３","1932","1932","4","30%","0","４／４","4","4","0%","2780","29","703","12","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"22","静岡県","10128","168","168","0","３／３","590","616","0","27%","2%","6","6","0","３／３","55","59","0","10%","253","0","３／３","1057","1057","0","24%","0","３／３","75","75","0%","9608","98","99","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"23","愛知県","25182","1312","940","0","Ⅰ／Ⅱ","1888","1888","0","50%","5%","39","39","0","Ⅰ／Ⅱ","183","183","0","21%","660","0","Ⅰ／Ⅱ","2209","2209","0","30%","0","２／２","0","0","－","19694","223","3516","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"24","三重県","4112","131","131","0","Ⅱ／Ⅲ","534","551","10","24%","3%","8","8","0","Ⅱ／Ⅲ","52","56","0","14%","109","0","３／３","665","665","0","16%","0","Ⅱ／Ⅲ","10","10","0%","3849","23","23","3","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"25","滋賀県","6757","416","258","0","Ⅰ／Ⅰ","500","503","30","51%","6%","3","3","0","Ⅰ／Ⅰ","52","52","0","6%","166","0","Ⅰ／Ⅰ","677","677","0","25%","0","Ⅰ／Ⅰ","30","30","0%","6171","154","4","3","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"26","京都府","9262","402","402","0","２／２","924","924","110","44%","4%","43","43","0","２／２","171","171","0","25%","218","0","１／１","1126","1126","0","19%","0","２／２","110","110","0%","8642","0","0","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"27","大阪府","62215","2361","2361","0","Ⅰ／Ⅰ","3869","4092","0","58%","4%","631","628","0","４／５","1179","1402","0","45%","1939","32","６／７","9600","11446","150","17%","86","Ⅰ／Ⅰ","1003","1191","7%","37393","0","20468","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"28","兵庫県","22535","733","733","0","５／５","1529","1529","0","48%","3%","25","25","0","５／５","142","142","0","18%","424","0","５／５","2411","2411","0","18%","0","－","0","0","－","19946","0","1432","7","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"29","奈良県","10504","384","307","0","３／３","516","516","0","59%","4%","14","14","0","３／３","34","34","0","41%","377","0","３／３","1083","1083","0","35%","0","３／３","0","0","－","0","0","9743","5","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"30","和歌山県","949","146","146","0","３／３","616","616","0","24%","15%","1","1","0","３／３","26","26","0","4%","103","0","３／３","329","329","0","31%","0","３／３","178","181","0%","700","0","0","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"31","鳥取県","691","56","56","0","２／３","240","350","5","16%","8%","0","0","0","２／３","30","47","0","0%","94","0","２／２","459","546","0","17%","0","１／１","5","5","0%","406","0","135","135","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"32","島根県","948","79","79","0","５／５","320","368","0","21%","8%","1","1","0","５／５","5","28","0","4%","34","0","５／５","133","133","0","26%","0","－","0","0","－","630","0","205","7","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"33","岡山県","3836","160","147","0","４／４","537","554","0","27%","4%","5","5","0","３／４","51","68","0","7%","105","0","２／３","373","629","0","17%","0","２／４","0","5","0%","3409","24","162","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"34","広島県","9014","396","210","2","Ⅰ／Ⅱ","779","820","56","26%","4%","9","9","0","Ⅰ／Ⅱ","58","58","0","16%","491","0","Ⅰ／Ⅰ","2334","2334","0","21%","2","Ⅰ／Ⅱ","19","56","4%","6076","218","2051","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"35","山口県","2778","205","205","0","４／４","595","595","0","34%","7%","1","1","0","４／４","47","47","0","2%","180","0","４／４","830","830","0","22%","0","４／４","0","0","－","2177","241","216","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"36","徳島県","1510","65","65","0","４／５","234","263","22","25%","4%","2","2","0","４／５","25","25","0","8%","178","0","５／５","500","500","0","36%","0","４／５","0","22","0%","1267","0","0","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"37","香川県","3425","414","102","0","３／３","266","266","0","38%","12%","6","6","0","３／３","30","30","0","20%","157","0","２／２","474","474","0","33%","0","３／３","0","0","－","1921","40","933","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"38","愛媛県","2380","84","73","0","３／３","270","270","0","27%","4%","4","4","0","３／３","19","19","0","21%","83","0","３／３","263","263","67","32%","0","３／３","67","67","0%","2133","18","80","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"39","高知県","1945","90","86","0","５／５","255","255","0","34%","5%","3","2","0","５／５","24","24","0","8%","142","0","５／５","418","418","0","34%","2","５／５","12","12","17%","1699","60","12","2","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"40","福岡県","31192","986","624","0","５／５","1626","1626","0","38%","3%","10","10","0","５／５","206","206","0","5%","844","0","４／４","2468","2468","19","34%","0","１／２","19","69","0%","28012","183","1350","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"41","佐賀県","2595","143","142","0","４／５","494","560","50","25%","6%","2","2","0","２／５","8","48","0","4%","251","0","３／４","615","615","0","41%","0","４／５","50","50","0%","2201","11","0","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"42","長崎県","3213","157","116","0","４／４","423","449","0","26%","5%","2","2","0","４／４","36","36","0","6%","157","0","Ⅰ／Ⅱ","900","920","20","17%","0","Ⅰ／Ⅱ","11","20","0%","2561","5","338","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"43","熊本県","6590","362","305","0","Ⅱ／Ⅱ","825","825","0","37%","5%","13","13","0","Ⅱ／Ⅱ","68","68","0","19%","352","0","Ⅱ／Ⅱ","1335","1335","0","26%","0","－","0","0","－","5308","42","568","71","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"44","大分県","1741","147","147","0","３／４","415","508","0","29%","8%","3","3","0","３／４","34","43","0","7%","377","0","３／４","1360","1360","254","28%","0","３／４","175","254","0%","1203","39","14","14","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"45","宮崎県","2028","79","79","0","２／２","289","289","0","27%","4%","1","1","0","２／２","15","15","0","7%","106","0","Ⅰ／Ⅰ","510","510","10","21%","0","Ⅰ／Ⅰ","10","10","0%","1481","22","362","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"46","鹿児島県","2825","301","217","0","４／４","563","563","0","39%","11%","3","3","0","４／４","33","33","0","9%","648","0","４／４","1710","1757","47","37%","0","１／４","0","57","0%","0","0","1876","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
"47","沖縄県","4968","183","183","0","５／５","628","628","0","29%","4%","13","13","0","５／５","60","60","0","22%","516","0","５／５","1230","1230","50","42%","0","５／５","50","50","0%","3849","0","420","0","2022-03-16","https://www.mhlw.go.jp/content/10900000/000915718.xlsx"
