"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"12","千葉県","49997","2150","1082","51","Ⅰ／Ⅰ","1681","1899","224","57%","4%","21","21","0","Ⅰ／Ⅰ","117","166","0","13%","469","0","Ⅰ／Ⅰ","1758","1758","3","27%","51","Ⅰ／Ⅰ","152","237","22%","47378","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"13","東京都","114274","3862","3755","444","２／２","6135","7477","912","50%","3%","477","476","0","１／２","852","1114","0","43%","3228","104","２／２","8150","8150","370","40%","563","２／２","1242","1342","42%","103066","1738","4103","340","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"14","神奈川県","69527","1782","1782","0","３／４","2200","2200","0","81%","3%","50","50","0","１／４","103","210","0","24%","393","0","１／１","1551","1551","0","25%","0","－","0","0","－","67275","1469","77","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"15","新潟県","19855","390","390","0","３／４","533","694","0","56%","2%","6","6","0","３／４","112","112","0","5%","45","0","３／３","357","357","0","13%","0","１／３","0","10","0%","19420","766","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"16","富山県","9062","336","282","0","３／３","468","492","0","57%","4%","6","6","0","３／３","36","36","0","17%","115","0","３／３","510","510","0","23%","0","３／３","0","0","－","8611","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"17","石川県","9476","302","267","0","Ⅱ／Ⅱ","523","523","0","51%","3%","3","3","0","Ⅱ／Ⅱ","41","41","0","7%","67","0","Ⅱ／Ⅱ","630","630","0","11%","0","Ⅱ／Ⅱ","0","0","－","9107","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"18","福井県","4782","146","146","0","４／４","308","501","100","29%","3%","1","1","0","４／４","20","24","0","4%","174","0","２／４","425","575","0","30%","0","４／４","0","100","0%","4462","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"19","山梨県","7297","179","179","0","４／５","393","444","0","40%","2%","0","0","0","４／５","24","24","0","0%","155","81","４／５","969","969","639","16%","81","４／５","639","639","13%","6960","806","3","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"20","長野県","17032","560","313","0","３／３","557","557","0","56%","3%","9","9","0","３／３","37","43","0","21%","153","0","３／３","735","735","0","21%","0","－","0","0","－","16319","881","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"21","岐阜県","21549","443","437","0","６／６","873","873","0","50%","2%","5","5","0","６／６","59","59","0","8%","381","0","３／３","1932","1932","4","20%","0","３／３","4","4","0%","20564","1202","161","13","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"22","静岡県","28368","718","372","0","３／３","833","833","0","45%","3%","5","5","0","３／３","52","52","0","10%","117","0","３／３","773","773","0","15%","0","３／３","0","50","0%","27533","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"23","愛知県","66134","1878","1137","0","２／２","1690","1690","0","67%","3%","31","31","0","２／２","148","148","0","21%","782","0","２／２","2679","2737","0","29%","0","２／２","0","0","－","61036","0","2438","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"24","三重県","17380","655","263","0","Ⅰ／Ⅱ","560","560","0","47%","4%","4","4","0","Ⅰ／Ⅱ","50","50","0","8%","87","0","３／３","468","468","0","19%","0","１／２","0","10","0%","16638","278","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"25","滋賀県","11911","685","384","7","Ⅰ／Ⅰ","501","501","30","77%","6%","4","4","0","Ⅰ／Ⅰ","52","52","0","8%","91","0","Ⅰ／Ⅰ","518","518","0","18%","7","Ⅰ／Ⅰ","30","30","23%","11125","272","10","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"26","京都府","17965","555","555","0","２／２","1033","1033","110","54%","3%","86","86","0","２／２","175","175","0","49%","199","0","１／１","1126","1126","0","18%","0","２／２","110","110","0%","17211","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"27","大阪府","71917","2385","2275","0","Ⅰ／Ⅰ","3360","4853","0","47%","3%","563","558","0","２／５","1197","1592","0","35%","2333","88","５／７","6255","9096","188","26%","88","Ⅰ／Ⅰ","196","226","39%","67199","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"28","兵庫県","39785","931","931","0","４／５","1400","1712","0","54%","2%","24","24","0","４／５","120","142","0","17%","341","0","４／５","1700","1812","0","19%","0","－","0","0","－","38513","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"29","奈良県","11124","475","293","0","３／３","566","566","0","52%","4%","14","14","0","３／３","36","36","0","39%","99","0","３／３","969","969","0","10%","0","３／３","0","0","－","10550","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"30","和歌山県","8126","266","266","0","２／４","346","636","0","42%","3%","8","8","0","２／４","17","26","0","31%","78","0","２／４","178","178","0","44%","0","２／４","178","181","0%","7782","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"31","鳥取県","7470","163","163","0","２／３","250","351","5","46%","2%","0","0","0","２／３","30","47","0","0%","30","0","１／２","448","448","0","7%","0","１／１","5","5","0%","7277","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"32","島根県","7353","203","142","0","４／５","312","387","0","37%","3%","2","2","0","４／５","5","28","0","7%","14","0","４／５","133","133","0","11%","0","－","0","0","－","6653","166","483","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"33","岡山県","18518","532","391","0","４／４","560","600","0","65%","3%","11","11","0","２／４","27","67","0","16%","173","0","２／３","373","629","0","28%","0","２／４","0","5","0%","17805","713","8","1","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"34","広島県","31796","558","454","2","Ⅰ／Ⅱ","774","806","39","56%","2%","8","8","0","Ⅰ／Ⅱ","49","50","0","16%","395","0","Ⅰ／Ⅱ","1228","1695","0","23%","2","Ⅰ／Ⅱ","19","39","5%","30843","138","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"35","山口県","12011","337","337","0","４／４","680","680","0","50%","3%","3","3","0","４／４","47","47","0","6%","78","0","４／４","594","594","0","13%","0","４／４","0","0","－","11595","915","1","1","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"36","徳島県","6158","135","135","0","３／５","185","286","22","47%","2%","4","4","0","３／５","16","25","0","16%","137","0","５／５","414","414","0","33%","0","３／５","0","22","0%","5886","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"37","香川県","8873","363","162","0","４／４","307","307","0","53%","4%","4","4","0","４／４","29","29","0","14%","144","0","２／２","474","474","0","30%","0","４／４","0","0","－","8361","302","5","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"38","愛媛県","14879","494","259","0","３／３","433","433","0","60%","3%","6","6","0","３／３","19","19","0","32%","44","0","３／３","263","263","67","17%","0","３／３","67","67","0%","14341","557","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"39","高知県","6044","287","174","0","５／５","333","333","0","52%","5%","4","4","0","５／５","24","24","0","17%","34","0","５／５","190","190","0","18%","0","５／５","0","0","－","5723","186","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"40","福岡県","50028","2811","1288","0","５／５","2024","2024","0","64%","6%","8","8","0","５／５","217","217","0","4%","502","0","４／４","2239","2239","19","22%","0","１／２","19","222","0%","46715","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"41","佐賀県","10808","498","256","0","４／５","488","584","50","44%","5%","0","0","0","１／５","8","48","0","0%","86","0","１／４","390","390","0","22%","0","４／５","50","50","0%","10224","380","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"42","長崎県","11178","557","309","0","４／４","485","511","0","60%","5%","4","4","0","４／４","27","30","0","13%","149","0","４／４","626","626","0","24%","0","４／４","0","0","－","10472","531","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"43","熊本県","22936","1034","598","0","Ⅰ／Ⅱ","1038","1038","0","58%","5%","14","14","0","Ⅰ／Ⅱ","59","59","0","24%","308","0","Ⅰ／Ⅱ","1226","1226","0","25%","0","－","0","0","－","21594","0","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"44","大分県","12597","260","260","0","３／４","398","552","0","47%","2%","4","4","0","３／４","42","43","0","9%","98","42","３／４","1150","1460","254","7%","42","３／４","175","254","17%","12239","164","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"45","宮崎県","10882","568","175","0","２／２","378","378","0","46%","5%","1","1","0","２／２","17","17","0","6%","89","0","３／３","500","500","0","18%","0","３／３","0","0","－","10225","410","0","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"46","鹿児島県","9986","542","259","0","４／４","499","499","0","52%","5%","2","2","0","４／４","25","25","0","8%","609","0","４／４","1653","1653","47","37%","0","１／４","0","59","0%","8675","0","160","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
"47","沖縄県","4678","215","215","0","４／５","530","689","25","31%","5%","3","3","0","４／５","40","49","0","6%","265","9","４／５","1110","1117","75","24%","9","４／５","100","100","9%","4134","199","64","0","2022-12-21","https://www.mhlw.go.jp/content/10900000/001029802.xlsx"
