"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"11","埼玉県","1378","564","４／４","1439","39%","1487","40","４／４","146","27%","200","304","３／３","1436","21%","1450","414","0","96","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"12","千葉県","1078","495","４／４","1361","36%","1200","21","４／４","92","23%","180","165","４／４","968","17%","1400","399","0","19","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"13","東京都","2797","1286","４／４","5048","25%","5474","252","４／４","1024","25%","500","501","４／４","3290","15%","3000","556","5","449","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"14","神奈川県","936","376","３／４","1555","24%","1555","22","３／４","190","12%","190","130","２／２","1725","8%","1000","420","10","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"15","新潟県","93","82","２／３","555","15%","555","1","２／３","112","1%","112","7","２／３","222","3%","222","4","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"16","富山県","8","7","１／４","500","1%","500","2","１／４","36","6%","36","1","１／４","377","0%","100","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"17","石川県","17","14","１／２","258","5%","254","2","１／２","35","6%","35","3","１／２","340","1%","340","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"18","福井県","3","3","１／４","255","1%","255","0","１／４","24","0%","24","0","１／４","75","0%","75","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"19","山梨県","12","7","１／４","285","2%","250","0","１／４","24","0%","24","5","３／４","139","4%","100","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"20","長野県","65","24","２／４","434","6%","434","0","２／４","49","0%","49","30","２／４","375","8%","375","9","0","2","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"21","岐阜県","64","61","２／３","694","9%","694","8","２／３","59","14%","59","3","２／３","603","0%","603","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"22","静岡県","197","110","４／４","480","23%","450","0","４／４","40","0%","67","25","４／４","592","4%","450","62","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"23","愛知県","490","219","３／４","1215","18%","839","16","３／４","126","13%","121","83","３／４","1300","6%","1300","158","0","30","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"24","三重県","82","81","３／３","392","21%","392","4","３／３","53","8%","53","0","３／３","100","0%","100","1","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"25","滋賀県","136","83","２／３","351","24%","350","9","２／３","49","18%","62","45","２／３","350","13%","350","8","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"26","京都府","103","46","３／３","453","10%","453","6","３／３","86","7%","86","20","３／３","826","2%","826","37","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"27","大阪府","1017","496","３／４","1989","25%","2021","100","３／４","460","22%","221","223","１／３","2416","9%","2416","270","0","28","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"28","兵庫県","532","295","５／６","839","35%","750","43","５／６","116","37%","120","113","５／６","1130","10%","1000","0","0","124","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"29","奈良県","82","50","３／３","372","13%","372","5","３／３","30","17%","30","22","３／３","254","9%","254","0","0","10","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"30","和歌山県","17","17","２／４","400","4%","400","0","２／４","40","0%","40","0","２／４","137","0%","137","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"31","鳥取県","1","1","２／３","313","0%","300","0","２／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"32","島根県","1","1","１／５","253","0%","253","0","１／５","25","0%","25","0","１／５","98","0%","98","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"33","岡山県","76","54","２／４","406","13%","250","6","２／４","43","14%","40","17","２／４","207","8%","180","5","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"34","広島県","36","32","１／３","485","7%","500","4","１／３","48","8%","70","4","１／３","1038","0%","1400","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"35","山口県","19","19","２／３","475","4%","475","0","２／３","124","0%","137","0","１／３","834","0%","834","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"36","徳島県","15","15","２／４","200","8%","200","1","２／４","25","4%","25","0","２／４","210","0%","210","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"37","香川県","14","12","２／３","209","6%","209","0","２／３","26","0%","26","0","２／３","101","0%","101","0","0","2","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"38","愛媛県","17","13","３／３","270","5%","223","1","３／３","33","3%","33","0","３／３","192","0%","117","4","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"39","高知県","10","9","２／４","200","5%","200","3","２／４","58","5%","57","0","２／４","203","0%","190","0","1","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"40","福岡県","391","224","３／３","770","29%","760","12","３／３","111","11%","110","90","３／３","1387","6%","1200","28","49","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"41","佐賀県","66","48","３／４","328","15%","328","2","３／４","46","4%","46","18","１／４","377","5%","377","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"42","長崎県","1","1","３／４","424","0%","421","0","３／４","38","0%","42","0","３／４","384","0%","384","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"43","熊本県","27","20","１／３","505","4%","420","0","１／３","59","0%","59","4","１／３","440","1%","140","3","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"44","大分県","9","9","１／４","367","2%","367","0","１／４","43","0%","43","0","１／２","700","0%","170","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"45","宮崎県","0","0","１／３","274","0%","274","0","１／３","33","0%","33","0","１／３","250","0%","250","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"46","鹿児島県","7","7","３／４","375","2%","300","1","３／４","42","2%","48","0","３／４","577","0%","370","0","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
"47","沖縄県","281","154","４／５","507","30%","425","18","４／５","63","29%","51","87","４／５","440","20%","340","40","0","0","2021-03-17","https://www.mhlw.go.jp/content/10900000/000756221.xlsx"
