"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"16","富山県","22","22","１／４","500","4%","500","3","１／４","36","8%","36","0","１／４","377","0%","100","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"17","石川県","169","116","２／２","258","45%","254","3","２／２","35","9%","35","53","２／２","340","16%","340","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"18","福井県","19","19","２／４","255","7%","255","2","２／４","24","8%","24","0","１／４","75","0%","75","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"19","山梨県","16","16","１／４","285","6%","250","1","１／４","24","4%","24","0","３／４","139","0%","100","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"20","長野県","35","31","４／４","434","7%","434","0","４／４","49","0%","49","2","４／４","375","1%","375","2","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"21","岐阜県","261","207","３／３","694","30%","694","9","３／３","59","15%","59","39","３／３","603","6%","603","0","0","15","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"22","静岡県","155","73","４／４","466","16%","450","1","４／４","40","3%","67","21","４／４","592","4%","450","61","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"23","愛知県","1120","461","４／４","1215","38%","839","35","４／４","126","28%","121","102","４／４","1300","8%","1300","494","0","63","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"24","三重県","152","131","３／３","373","35%","373","11","３／３","53","21%","53","1","３／３","100","1%","100","20","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"25","滋賀県","147","102","３／３","351","29%","349","7","３／３","47","15%","62","28","３／３","403","7%","420","16","0","1","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"26","京都府","482","125","３／３","416","30%","416","19","３／３","86","22%","86","16","３／３","826","2%","826","341","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"27","大阪府","1689","809","４／４","1949","42%","1949","190","４／４","408","47%","215","275","３／３","2416","11%","2416","454","0","151","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"28","兵庫県","663","372","６／６","839","44%","750","54","６／６","116","47%","120","96","６／６","1130","8%","1000","0","0","195","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"29","奈良県","139","104","３／３","370","28%","500","4","３／３","27","15%","25","23","３／３","254","9%","250","0","0","12","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"30","和歌山県","50","50","２／４","400","13%","400","0","２／４","40","0%","40","0","２／４","137","0%","137","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"31","鳥取県","3","3","２／３","313","1%","300","0","２／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"32","島根県","6","6","１／５","253","2%","253","1","１／５","25","4%","25","0","１／５","98","0%","98","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"33","岡山県","89","63","２／４","401","16%","250","3","２／４","37","8%","40","14","２／４","207","7%","180","7","5","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"34","広島県","124","69","３／３","477","14%","500","6","３／３","36","17%","70","40","３／３","1038","4%","1400","15","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"35","山口県","129","86","３／３","475","18%","475","1","３／３","124","1%","137","43","１／３","834","5%","834","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"36","徳島県","50","47","２／４","200","24%","200","1","２／４","25","4%","25","3","２／４","180","2%","180","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"37","香川県","39","26","３／３","199","13%","199","1","３／３","26","4%","26","12","３／３","101","12%","101","0","1","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"38","愛媛県","32","18","３／３","270","7%","223","1","３／３","33","3%","33","5","３／３","192","3%","117","4","5","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"39","高知県","20","8","３／４","200","4%","200","1","３／４","58","2%","57","12","３／４","203","6%","190","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"40","福岡県","1110","485","３／３","732","66%","760","29","３／３","110","26%","110","246","３／３","1387","18%","1200","333","46","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"41","佐賀県","30","18","４／４","328","5%","328","1","４／４","46","2%","46","12","１／４","377","3%","377","0","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"42","長崎県","83","60","４／４","424","14%","421","3","４／４","38","8%","42","7","４／４","384","2%","384","16","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"43","熊本県","74","67","３／３","473","14%","420","10","３／３","59","17%","59","4","３／３","230","2%","140","3","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"44","大分県","65","52","２／４","367","14%","367","0","２／４","43","0%","43","10","１／２","700","1%","170","3","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"45","宮崎県","62","25","３／３","274","9%","274","0","３／３","33","0%","33","18","３／３","250","7%","250","19","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"46","鹿児島県","92","62","３／４","363","17%","300","4","３／４","40","10%","48","28","３／４","577","5%","370","2","0","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
"47","沖縄県","311","239","５／５","473","51%","425","21","５／５","53","40%","51","38","５／５","440","9%","340","30","4","0","2021-02-17","https://www.mhlw.go.jp/content/10900000/000742391.xlsx"
