"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院患者フェーズ","入院患者受入確保病床","入院患者病床使用率","入院患者即応病床数（最終フェーズ）","うち重症者数","重症者フェーズ","重症患者受入確保病床数","重症患者病床使用率","重症患者即応病床数（最終フェーズ）","宿泊療養者数","宿泊療養フェーズ","宿泊施設受入可能室数","宿泊療養施設居室使用率","宿泊療養施設施設居室（最終フェーズ）","自宅療養者数","社会福祉施設等療養者数","確認中の人数","更新日","出典"
"29","奈良県","21","21","１／３","467","4%","500","2","１／３","27","7%","25","0","１／３","108","0%","108","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"30","和歌山県","12","12","２／４","400","3%","400","0","２／４","40","0%","40","0","２／４","137","0%","137","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"31","鳥取県","0","0","１／３","313","0%","300","0","１／３","47","0%","40","0","１／３","340","0%","150","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"32","島根県","0","0","１／５","253","0%","253","0","１／５","25","0%","25","0","１／５","98","0%","98","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"33","岡山県","22","16","１／４","257","6%","250","1","１／４","37","3%","40","2","１／４","207","1%","180","1","0","3","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"34","広島県","30","30","１／３","553","5%","500","1","１／３","72","1%","70","0","１／３","709","0%","700","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"35","山口県","2","2","１／４","423","0%","423","1","１／４","102","1%","102","0","１／４","834","0%","834","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"36","徳島県","13","13","２／４","200","7%","200","0","２／４","25","0%","25","0","２／４","150","0%","150","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"37","香川県","3","3","１／３","185","2%","185","0","１／３","25","0%","25","0","１／３","101","0%","101","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"38","愛媛県","2","2","１／３","229","1%","223","0","１／３","33","0%","33","0","１／３","117","0%","117","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"39","高知県","1","1","１／４","200","1%","200","0","１／４","58","0%","57","0","１／４","361","0%","190","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"40","福岡県","66","47","２／３","551","9%","760","5","２／３","90","6%","110","9","２／３","1057","1%","1200","10","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"41","佐賀県","5","2","１／４","274","1%","274","0","１／４","46","0%","46","3","１／４","253","1%","253","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"42","長崎県","3","2","２／４","395","1%","395","0","２／４","27","0%","42","0","２／４","224","0%","550","1","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"43","熊本県","57","49","１／３","400","12%","400","0","１／３","59","0%","59","8","１／３","1430","1%","140","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"44","大分県","1","1","１／４","330","0%","330","0","１／４","41","0%","41","0","１／２","700","0%","170","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"45","宮崎県","1","1","１／３","246","0%","246","0","１／３","33","0%","33","0","１／３","250","0%","250","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"46","鹿児島県","10","8","３／４","253","3%","300","0","３／４","48","0%","48","2","３／４","370","1%","370","0","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
"47","沖縄県","319","192","４／５","441","44%","425","21","４／５","53","40%","51","73","３／５","370","20%","340","54","0","0","2020-10-21","https://www.mhlw.go.jp/content/10900000/000687004.pdf"
