"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","62836","1398","1241","0","４／４","1799","1906","130","65%","2%","31","31","0","１／４","84","191","0","16%","880","0","４／４","1747","1986","8","44%","6","４／４","160","160","4%","55634","0","4918","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"12","千葉県","50497","2406","1105","71","Ⅰ／Ⅰ","1823","1906","224","58%","5%","15","15","0","Ⅰ／Ⅰ","165","168","0","9%","751","0","Ⅰ／Ⅰ","1956","1956","3","38%","71","Ⅰ／Ⅰ","187","237","30%","45559","0","1781","3","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"13","東京都","161143","3631","3466","123","２／２","6891","7329","529","47%","2%","512","512","0","１／２","946","1007","0","51%","4870","19","２／２","9500","9500","750","51%","352","２／２","2136","2206","16%","94023","616","58409","105","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"14","神奈川県","19811","1568","1568","43","４／４","2100","2100","143","75%","8%","51","51","0","１／４","130","210","0","24%","607","0","１／１","2451","2451","0","25%","43","４／４","78","143","30%","17476","1087","160","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"15","新潟県","20761","319","319","0","３／４","597","684","0","47%","2%","6","6","0","３／４","112","112","0","5%","79","0","３／３","357","357","0","22%","0","３／３","10","10","0%","20363","592","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"16","富山県","19180","291","279","0","３／３","465","481","0","58%","2%","4","4","0","３／３","36","36","0","11%","209","0","３／３","510","510","0","41%","0","３／３","0","0","－","16840","95","1840","3","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"17","石川県","17887","286","286","0","Ⅱ／Ⅱ","504","504","0","57%","2%","3","3","0","Ⅱ／Ⅱ","41","41","0","7%","114","0","Ⅱ／Ⅱ","630","630","0","18%","0","Ⅱ／Ⅱ","0","0","－","15402","5","2085","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"18","福井県","10582","218","218","0","４／４","379","493","100","44%","2%","4","4","0","４／４","24","24","0","17%","208","0","２／４","425","575","0","36%","0","４／４","0","100","0%","10156","0","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"19","山梨県","7448","218","218","0","５／５","422","422","0","52%","3%","1","1","0","５／５","24","24","0","4%","336","143","５／５","1135","1135","639","30%","143","５／５","639","639","22%","6511","381","383","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"20","長野県","19716","430","286","0","３／３","520","520","0","55%","2%","3","3","0","３／３","39","43","0","7%","216","0","３／３","735","735","0","29%","0","－","0","0","－","17085","240","1985","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"21","岐阜県","27111","612","521","0","４／４","907","907","0","57%","2%","5","5","0","４／４","59","59","0","8%","1036","0","３／３","1932","1932","4","54%","0","３／３","4","4","0%","23549","816","1914","63","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"22","静岡県","46499","672","482","0","３／３","837","837","0","58%","1%","9","9","0","３／３","58","58","0","16%","276","0","３／３","894","894","0","31%","0","３／３","0","75","0%","45535","239","16","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"23","愛知県","119976","2526","1317","0","２／２","1756","1756","0","75%","2%","23","23","0","２／２","172","172","0","13%","1131","0","２／２","2737","2737","0","41%","0","２／２","0","0","－","102531","499","13788","3","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"24","三重県","34649","402","292","0","Ⅱ／Ⅲ","584","584","10","50%","1%","3","3","0","Ⅱ／Ⅲ","52","52","0","6%","127","0","３／３","496","496","0","26%","0","Ⅱ／Ⅲ","10","10","0%","34098","232","22","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"25","滋賀県","20176","646","337","16","Ⅰ／Ⅰ","509","511","30","66%","3%","3","3","0","Ⅰ／Ⅰ","52","52","0","6%","195","0","Ⅰ／Ⅰ","631","631","0","31%","16","Ⅰ／Ⅰ","30","30","53%","19326","111","9","8","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"26","京都府","54461","553","553","0","２／２","1033","1033","110","54%","1%","60","60","0","２／２","175","175","0","34%","480","0","１／１","1126","1126","0","43%","0","２／２","110","110","0%","53428","996","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"27","大阪府","187926","2814","2814","0","Ⅰ／Ⅰ","4443","4785","0","59%","1%","620","620","0","３／５","1286","1556","0","40%","5272","96","Ⅰ／Ⅰ","9448","9480","188","56%","96","Ⅰ／Ⅰ","212","226","42%","127496","0","52344","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"28","兵庫県","72216","1036","1036","0","５／５","1712","1712","0","61%","1%","40","40","0","５／５","142","142","0","28%","595","0","５／５","2411","2411","0","25%","0","－","0","0","－","66081","0","4504","27","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"29","奈良県","52780","454","271","0","３／３","540","540","0","50%","1%","6","6","0","３／３","36","36","0","17%","273","0","３／３","969","969","0","28%","0","３／３","0","0","－","0","0","52053","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"30","和歌山県","10305","337","337","0","３／３","545","545","0","62%","3%","7","7","0","３／３","26","26","0","27%","107","0","３／３","178","178","0","60%","0","３／３","178","181","0%","9861","0","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"31","鳥取県","9446","164","164","0","３／３","285","351","5","47%","2%","3","3","0","３／３","30","47","0","6%","136","0","２／２","448","448","0","30%","0","１／１","5","5","0%","6578","0","2568","2568","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"32","島根県","8277","184","126","0","５／５","361","371","0","34%","2%","2","2","0","５／５","5","28","0","7%","31","0","５／５","133","133","0","23%","0","－","0","0","－","6213","38","1849","1","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"33","岡山県","24463","377","338","0","４／４","595","629","0","54%","2%","10","10","0","２／４","37","68","0","15%","142","0","３／３","629","629","0","23%","0","２／４","0","5","0%","22991","357","953","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"34","広島県","75352","685","522","4","Ⅱ／Ⅱ","869","929","99","56%","1%","7","7","0","Ⅱ／Ⅱ","55","55","0","13%","620","0","Ⅰ／Ⅰ","1966","1966","0","32%","4","Ⅱ／Ⅱ","39","99","4%","73816","350","231","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"35","山口県","18329","357","357","0","４／４","637","637","0","56%","2%","5","5","0","４／４","47","47","0","11%","203","0","４／４","671","671","0","30%","0","４／４","0","0","－","16646","1018","1123","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"36","徳島県","14050","187","187","0","４／５","247","279","22","67%","1%","4","4","0","４／５","25","25","0","16%","86","0","５／５","500","500","0","17%","0","４／５","0","22","0%","13777","0","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"37","香川県","15608","390","167","0","３／３","271","271","0","62%","2%","0","0","0","３／３","30","30","0","0%","196","0","２／２","474","474","0","41%","0","３／３","0","0","－","11680","363","3342","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"38","愛媛県","26633","301","215","0","Ⅰ／Ⅰ","449","463","10","46%","1%","2","2","0","Ⅰ／Ⅰ","26","26","0","8%","72","0","３／３","263","263","67","27%","0","Ⅰ／Ⅰ","67","77","0%","24356","130","1904","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"39","高知県","17166","302","189","0","５／５","358","358","0","53%","2%","9","6","0","５／５","24","24","0","25%","45","8","５／５","287","287","16","16%","8","５／５","16","16","50%","16811","530","8","4","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"40","福岡県","99903","3369","1387","0","５／５","1960","1960","0","71%","3%","6","6","0","５／５","217","217","0","3%","880","0","４／４","2432","2432","19","36%","0","１／２","39","222","0%","82267","709","13387","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"41","佐賀県","14146","411","273","0","４／５","521","590","50","46%","3%","4","4","0","１／５","21","48","0","8%","155","0","２／４","490","490","0","32%","0","４／５","50","50","0%","13580","473","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"42","長崎県","38049","1092","419","0","Ⅱ／Ⅱ","636","705","0","59%","3%","1","1","0","Ⅱ／Ⅱ","40","40","0","3%","252","0","Ⅱ／Ⅱ","900","920","20","27%","0","Ⅱ／Ⅱ","20","20","0%","36705","1079","0","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"43","熊本県","43448","725","564","0","Ⅱ／Ⅱ","907","907","0","62%","2%","14","14","0","Ⅱ／Ⅱ","68","68","0","21%","507","0","Ⅱ／Ⅱ","1226","1226","0","41%","0","－","0","0","－","34428","113","7788","264","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"44","大分県","12244","292","292","0","３／４","465","532","0","55%","2%","6","6","0","３／４","42","43","0","14%","428","53","３／４","1370","1460","254","29%","53","３／４","175","254","21%","11348","380","176","176","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"45","宮崎県","21132","562","172","0","Ⅰ／Ⅰ","334","400","0","43%","3%","8","6","0","Ⅰ／Ⅰ","15","15","0","40%","169","0","Ⅰ／Ⅰ","512","512","12","33%","0","Ⅰ／Ⅰ","12","12","0%","18123","268","2278","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"46","鹿児島県","31360","666","463","0","Ⅱ／Ⅱ","779","779","0","59%","2%","10","10","0","Ⅱ／Ⅱ","40","40","0","25%","1154","0","Ⅱ／Ⅱ","1812","1812","47","64%","0","１／４","2","59","0%","26752","0","2788","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
"47","沖縄県","26078","469","469","0","Ⅰ／Ⅲ","873","873","25","54%","2%","27","27","0","Ⅰ／Ⅲ","50","50","0","54%","675","0","Ⅰ／Ⅲ","2490","2490","75","27%","0","Ⅰ／Ⅲ","100","100","0%","22686","750","2248","0","2022-08-31","https://www.mhlw.go.jp/content/10900000/000985104.xlsx"
