地域コード,地域識別コード,境域年次(2015),境域年次(2000),,人口　平成27年　(a),人口　平成22年（組替） 2),平成22年～27年の人口増減数 2),平成22年～27年の人口増減率（％） 2),面積（km2）　(b) 1) 2),人口密度（1km2当たり）　(a)/(b) 2),世帯数　平成27年,世帯数　平成22年（組替） 2),平成22年～27年の世帯数増減数 2),平成22年～27年の世帯数増減率（％） 2)
38206,9,,2000,(旧 321 小松町),8568,9048,-480,-5.3050397878,76.26,112.4,3371,3417,-46,-1.3462101258
38206,9,,2000,(旧 323 丹原町),11869,12521,-652,-5.2072518169,129.10,91.9,4686,4789,-103,-2.1507621633
38207,2,2015,,大洲市,44086,47157,-3071,-6.5122887376,432.22,102.0,18057,18410,-353,-1.9174361760
38207,9,,2000,(旧 207 大洲市),34549,36217,-1668,-4.6055719690,240.99,143.4,14003,13917,86,0.6179492707
38207,9,,2000,(旧 421 長浜町),6607,7531,-924,-12.2692869473,74.79,88.3,2800,3079,-279,-9.0613835661
38207,9,,2000,(旧 424 肱川町),2216,2536,-320,-12.6182965300,63.30,35.0,872,966,-94,-9.7308488613
38207,9,,2000,(旧 425 河辺村),714,873,-159,-18.2130584192,53.12,13.4,382,448,-66,-14.7321428571
38210,2,2015,,伊予市,36827,38017,-1190,-3.1301786043,194.44,189.4,14003,13959,44,0.3152088258
38210,9,,2000,(旧 210 伊予市),29808,30069,-261,-0.8680035917,56.88,524.1,11259,11056,203,1.8361070912
38210,9,,2000,(旧 404 中山町),3057,3534,-477,-13.4974533107,75.42,40.5,1228,1321,-93,-7.0401211204
38210,9,,2000,(旧 405 双海町),3962,4414,-452,-10.2401449932,62.17,63.7,1516,1582,-66,-4.1719342604
38213,2,2015,,四国中央市,87413,90187,-2774,-3.0758313282,421.24,207.5,34999,34951,48,0.1373351263
38213,9,,2000,(旧 208 川之江市),35215,35948,-733,-2.0390564148,69.25,508.5,13913,13712,201,1.4658693116
38213,9,,2000,(旧 209 伊予三島市),35248,36162,-914,-2.5275150711,185.11,190.4,14512,14486,26,0.1794836394
38213,9,,2000,(旧 301 新宮村),1091,1363,-272,-19.9559794571,78.82,13.8,508,625,-117,-18.7200000000
38213,9,,2000,(旧 302 土居町),15859,16714,-855,-5.1154720594,86.68,183.0,6066,6128,-62,-1.0117493473
38214,2,2015,,西予市,38919,42080,-3161,-7.5118821293,514.34,75.7,16365,17096,-731,-4.2758540009
38214,9,,2000,(旧 445 三瓶町),6951,7790,-839,-10.7702182285,41.36,168.1,3102,3342,-240,-7.1813285458
38214,9,,2000,(旧 461 明浜町),3319,3750,-431,-11.4933333333,25.97,127.8,1410,1542,-132,-8.5603112840
38214,9,,2000,(旧 462 宇和町),16865,17234,-369,-2.1411163978,132.53,127.3,6984,6983,1,0.0143204926
38214,9,,2000,(旧 463 野村町),8359,9373,-1014,-10.8183079057,187.60,44.6,3424,3625,-201,-5.5448275862
38214,9,,2000,(旧 464 城川町),3425,3933,-508,-12.9163488431,127.31,26.9,1445,1604,-159,-9.9127182045
38215,2,2015,,東温市,34613,35253,-640,-1.8154483306,211.30,163.8,13978,13490,488,3.6174944403
38215,9,,2000,(旧 361 重信町),23934,24122,-188,-0.7793715281,100.59,237.9,9638,9205,433,4.7039652363
38215,9,,2000,(旧 362 川内町),10679,11131,-452,-4.0607312910,110.86,96.3,4340,4285,55,1.2835472579
38340,c,2015,2000,越智郡,7135,7648,-513,-6.7076359833,30.38,234.9,3386,3618,-232,-6.4123825318
38356,3,2015,,上島町,7135,7648,-513,-6.7076359833,30.38,234.9,3386,3618,-232,-6.4123825318
38356,9,,2000,(旧 349 魚島村),194,228,-34,-14.9122807018,3.17,61.2,122,130,-8,-6.1538461538
38356,9,,2000,(旧 350 弓削町),3324,3404,-80,-2.3501762632,11.76,282.7,1434,1528,-94,-6.1518324607
38356,9,,2000,(旧 351 生名村),1582,1705,-123,-7.2140762463,3.87,408.8,739,760,-21,-2.7631578947
38356,9,,2000,(旧 352 岩城村),2035,2311,-276,-11.9428818693,11.49,177.1,1091,1200,-109,-9.0833333333
38380,c,2015,2000,上浮穴郡,8447,9644,-1197,-12.4118622978,583.69,14.5,4052,4468,-416,-9.3106535363
38386,3,2015,,久万高原町,8447,9644,-1197,-12.4118622978,583.69,14.5,4052,4468,-416,-9.3106535363
38386,9,,2000,(旧 381 久万町),5686,6277,-591,-9.4153257926,164.92,34.5,2546,2709,-163,-6.0169804356
38386,9,,2000,(旧 382 面河村),546,644,-98,-15.2173913043,157.81,3.5,305,347,-42,-12.1037463977
38386,9,,2000,(旧 383 美川村),1479,1821,-342,-18.7808896211,134.38,11.0,780,903,-123,-13.6212624585
38386,9,,2000,(旧 384 柳谷村),736,902,-166,-18.4035476718,126.55,5.8,421,509,-88,-17.2888015717
38400,c,2015,2000,伊予郡,51303,52340,-1037,-1.9812762705,121.99,420.6,19881,19580,301,1.5372829418
38401,3,2015,2000,松前町,30064,30359,-295,-0.9717052604,20.41,1473.0,11525,11308,217,1.9189954015
38402,3,2015,,砥部町,21239,21981,-742,-3.3756426004,101.59,209.1,8356,8272,84,1.0154738878
38402,9,,2000,(旧 402 砥部町),20506,21129,-623,-2.9485541199,57.20,358.5,8003,7877,126,1.5995937540
38402,9,,2000,(旧 403 広田村),733,852,-119,-13.9671361502,44.37,16.5,353,395,-42,-10.6329113924
38420,c,2015,2000,喜多郡,16742,18045,-1303,-7.2208367969,299.43,55.9,6475,6722,-247,-3.6745016364
38422,3,2015,,内子町,16742,18045,-1303,-7.2208367969,299.43,55.9,6475,6722,-247,-3.6745016364
38422,9,,2000,(旧 385 小田町),2362,2819,-457,-16.2114224902,139.84,16.9,1075,1215,-140,-11.5226337449
38422,9,,2000,(旧 422 内子町),9272,9818,-546,-5.5612140966,121.17,76.5,3545,3586,-41,-1.1433351924
38422,9,,2000,(旧 423 五十崎町),5108,5408,-300,-5.5473372781,38.49,132.7,1855,1921,-66,-3.4357105674
38440,c,2015,2000,西宇和郡,9626,10882,-1256,-11.5419959566,93.98,102.4,4488,4884,-396,-8.1081081081
38442,3,2015,,伊方町,9626,10882,-1256,-11.5419959566,93.98,102.4,4488,4884,-396,-8.1081081081
38442,9,,2000,(旧 442 伊方町),4992,5553,-561,-10.1026472177,28.62,174.4,2225,2347,-122,-5.1981252663
38442,9,,2000,(旧 443 瀬戸町),1860,2141,-281,-13.1247080803,32.09,58.0,882,1014,-132,-13.0177514793
38442,9,,2000,(旧 444 三崎町),2774,3188,-414,-12.9861982434,33.62,82.5,1381,1523,-142,-9.3237032173
38480,c,2015,2000,北宇和郡,14777,16010,-1233,-7.7014366021,340.34,43.4,6289,6549,-260,-3.9700717667
38484,3,2015,2000,松野町,4072,4377,-305,-6.9682430889,98.45,41.4,1675,1748,-73,-4.1762013730
38488,3,2015,,鬼北町,10705,11633,-928,-7.9773059400,241.88,44.3,4614,4801,-187,-3.8950218704
38488,9,,2000,(旧 483 広見町),9369,10121,-752,-7.4300958403,152.98,61.2,4006,4154,-148,-3.5628310063
38488,9,,2000,(旧 485 日吉村),1336,1512,-176,-11.6402116402,88.89,15.0,608,647,-39,-6.0278207110
38500,c,2015,2000,南宇和郡,21902,24061,-2159,-8.9730268900,238.99,91.6,9410,9837,-427,-4.3407542950
38506,3,2015,,愛南町,21902,24061,-2159,-8.9730268900,238.99,91.6,9410,9837,-427,-4.3407542950
38506,9,,2000,(旧 501 内海村),1598,1786,-188,-10.5263157895,19.73,81.0,643,699,-56,-8.0114449213
38506,9,,2000,(旧 502 御荘町),7458,8219,-761,-9.2590339457,50.33,148.2,3176,3262,-86,-2.6364193746
38506,9,,2000,(旧 503 城辺町),7214,7886,-672,-8.5214303830,75.36,95.7,3266,3410,-144,-4.2228739003
38506,9,,2000,(旧 504 一本松町),3574,3751,-177,-4.7187416689,72.29,49.4,1332,1355,-23,-1.6974169742
38506,9,,2000,(旧 505 西海町),2058,2419,-361,-14.9235221166,21.80,94.4,993,1111,-118,-10.6210621062
39000,a,2015,2000,高知県,728276,764456,-36180,-4.7327772952,7103.93,102.5,319011,321909,-2898,-0.9002544197
39001,b,2015,2000,市部,595389,618174,-22785,-3.6858554388,3075.78,193.6,261781,261633,148,0.0565677877
39002,b,2015,2000,郡部,132887,146282,-13395,-9.1569707825,4028.15,33.0,57230,60276,-3046,-5.0534209304
39201,2,2015,,高知市,337190,343393,-6203,-1.8063851039,308.99,1091.3,153594,150857,2737,1.8143009605
39201,9,,2000,(旧 201 高知市),320127,325197,-5070,-1.5590549728,144.95,2208.5,147219,144434,2785,1.9282163480
39201,9,,2000,(旧 361 鏡村),1285,1445,-160,-11.0726643599,60.06,21.4,503,508,-5,-0.9842519685
39201,9,,2000,(旧 362 土佐山村),907,972,-65,-6.6872427984,59.22,15.3,362,368,-6,-1.6304347826
39201,9,,2000,(旧 383 春野町),14871,15779,-908,-5.7544838076,44.94,330.9,5510,5547,-37,-0.6670272219
39202,2,2015,2000,室戸市,13524,15210,-1686,-11.0848126233,248.18,54.5,6512,6996,-484,-6.9182389937
39203,2,2015,2000,安芸市,17577,19547,-1970,-10.0782728807,317.21,55.4,7604,8111,-507,-6.2507705585
39204,2,2015,2000,南国市,47982,49472,-1490,-3.0118046572,125.30,382.9,19481,19377,104,0.5367187903
39205,2,2015,2000,土佐市,27038,28686,-1648,-5.7449626996,91.49,295.5,10255,10544,-289,-2.7408952959
39206,2,2015,2000,須崎市,22606,24698,-2092,-8.4703214835,135.44,166.9,9121,9323,-202,-2.1666845436
39208,2,2015,2000,宿毛市,20907,22610,-1703,-7.5320654578,286.19,73.1,8925,9213,-288,-3.1260175838
39209,2,2015,2000,土佐清水市,13778,16029,-2251,-14.0432965250,266.34,51.7,6586,7216,-630,-8.7305986696
39210,2,2015,,四万十市,34313,35933,-1620,-4.5083906159,632.29,54.3,14771,14874,-103,-0.6924835283
39210,9,,2000,(旧 207 中村市),31436,32712,-1276,-3.9007092199,384.50,81.8,13585,13615,-30,-0.2203452075
39210,9,,2000,(旧 426 西土佐村),2877,3221,-344,-10.6799130705,248.00,11.6,1186,1259,-73,-5.7982525814
39211,2,2015,,香南市,32961,33830,-869,-2.5687259829,126.48,260.6,12953,12877,76,0.5901995806
39211,9,,2000,(旧 321 赤岡町),2753,3147,-394,-12.5198601843,1.64,1678.7,1226,1370,-144,-10.5109489051
39211,9,,2000,(旧 322 香我美町),6099,6637,-538,-8.1060720205,58.89,103.6,2190,2301,-111,-4.8239895698
39211,9,,2000,(旧 324 野市町),18937,18341,596,3.2495501881,22.90,826.9,7344,6883,461,6.6976609037
39211,9,,2000,(旧 325 夜須町),3471,3812,-341,-8.9454354669,39.04,88.9,1419,1507,-88,-5.8394160584
39211,9,,2000,(旧 327 吉川村),1701,1893,-192,-10.1426307448,4.25,400.2,774,816,-42,-5.1470588235
39212,2,2015,,香美市,27513,28766,-1253,-4.3558367517,537.86,51.2,11979,12245,-266,-2.1723152307
39212,9,,2000,(旧 323 土佐山田町),21070,21474,-404,-1.8813448822,116.46,180.9,9131,9109,22,0.2415193764
39212,9,,2000,(旧 326 香北町),4592,5037,-445,-8.8346237840,130.37,35.2,1896,2014,-118,-5.8589870904
39212,9,,2000,(旧 328 物部村),1851,2255,-404,-17.9157427938,291.12,6.4,952,1122,-170,-15.1515151515
39300,c,2015,2000,安芸郡,17249,18819,-1570,-8.3426324459,563.13,30.6,7651,7896,-245,-3.1028368794
39301,3,2015,2000,東洋町,2584,2947,-363,-12.3176111300,74.06,34.9,1382,1461,-79,-5.4072553046
39302,3,2015,2000,奈半利町,3326,3542,-216,-6.0982495765,28.36,117.3,1474,1480,-6,-0.4054054054
39303,3,2015,2000,田野町,2733,2932,-199,-6.7871759891,6.53,418.5,1188,1214,-26,-2.1416803954
39304,3,2015,2000,安田町,2631,2970,-339,-11.4141414141,52.36,50.2,1146,1203,-57,-4.7381546135
39305,3,2015,2000,北川村,1294,1367,-73,-5.3401609364,196.73,6.6,582,598,-16,-2.6755852843
39306,3,2015,2000,馬路村,823,1013,-190,-18.7561697927,165.48,5.0,391,450,-59,-13.1111111111
39307,3,2015,2000,芸西村,3858,4048,-190,-4.6936758893,39.60,97.4,1488,1490,-2,-0.1342281879
39340,c,2015,2000,長岡郡,7535,8822,-1287,-14.5885286783,449.28,16.8,3738,4070,-332,-8.1572481572
39341,3,2015,2000,本山町,3573,4103,-530,-12.9173775286,134.22,26.6,1688,1758,-70,-3.9817974972
39344,3,2015,2000,大豊町,3962,4719,-757,-16.0415342234,315.06,12.6,2050,2312,-262,-11.3321799308
39360,c,2015,2000,土佐郡,4393,4769,-376,-7.8842524638,307.40,14.3,1944,2012,-68,-3.3797216700
39363,3,2015,2000,土佐町,3997,4358,-361,-8.2836163378,212.13,18.8,1734,1799,-65,-3.6131183991
39364,3,2015,2000,大川村,396,411,-15,-3.6496350365,95.27,4.2,210,213,-3,-1.4084507042
39380,c,2015,2000,吾川郡,28318,31562,-3244,-10.2781826247,803.97,35.2,11976,12846,-870,-6.7725361980
39386,3,2015,,いの町,22767,25062,-2295,-9.1572899210,470.97,48.3,9198,9772,-574,-5.8739255014
39386,9,,2000,(旧 365 本川村),466,563,-97,-17.2291296625,208.70,2.2,268,301,-33,-10.9634551495
39386,9,,2000,(旧 381 伊野町),20092,21859,-1767,-8.0836268814,100.58,199.8,7887,8297,-410,-4.9415451368
39386,9,,2000,(旧 385 吾北村),2209,2640,-431,-16.3257575758,161.43,13.7,1043,1174,-131,-11.1584327087
39387,3,2015,,仁淀川町,5551,6500,-949,-14.6000000000,333.00,16.7,2778,3074,-296,-9.6291476903
39387,9,,2000,(旧 382 池川町),1654,1906,-252,-13.2214060860,142.68,11.6,846,946,-100,-10.5708245243
39387,9,,2000,(旧 384 吾川村),2099,2494,-395,-15.8380112269,84.12,25.0,1046,1153,-107,-9.2801387684
39387,9,,2000,(旧 409 仁淀村),1798,2100,-302,-14.3809523810,106.16,16.9,886,975,-89,-9.1282051282
39400,c,2015,2000,高岡郡,57506,62480,-4974,-7.9609475032,1527.48,37.6,23950,25082,-1132,-4.5131967148
39401,3,2015,,中土佐町,6840,7591,-751,-9.8932946911,193.28,35.4,2916,3113,-197,-6.3283006746
39401,9,,2000,(旧 401 中土佐町),5653,6189,-536,-8.6605267410,92.78,60.9,2404,2543,-139,-5.4659850570
39401,9,,2000,(旧 406 大野見村),1187,1402,-215,-15.3352353780,100.41,11.8,512,570,-58,-10.1754385965
39402,3,2015,2000,佐川町,13114,13951,-837,-5.9995699233,100.80,130.1,5237,5340,-103,-1.9288389513
39403,3,2015,2000,越知町,5795,6374,-579,-9.0837778475,111.95,51.8,2518,2641,-123,-4.6573267702
39405,3,2015,2000,檮原町,3608,3984,-376,-9.4377510040,236.45,15.3,1560,1769,-209,-11.8145845110
39410,3,2015,2000,日高村,5030,5447,-417,-7.6555902332,44.85,112.2,1968,2063,-95,-4.6049442559
39411,3,2015,,津野町,5794,6407,-613,-9.5676603715,197.85,29.3,2297,2406,-109,-4.5303408146
39411,9,,2000,(旧 407 東津野村),2150,2437,-287,-11.7767747230,131.47,16.4,899,983,-84,-8.5452695829
39411,9,,2000,(旧 408 葉山村),3644,3970,-326,-8.2115869018,66.75,54.6,1398,1423,-25,-1.7568517217
39412,3,2015,,四万十町,17325,18726,-1401,-7.4815764178,642.30,27.0,7454,7750,-296,-3.8193548387
39412,9,,2000,(旧 404 窪川町),12150,12956,-806,-6.2210558814,278.08,43.7,5254,5417,-163,-3.0090455972
39412,9,,2000,(旧 422 大正町),2485,2813,-328,-11.6601493068,199.32,12.5,1072,1153,-81,-7.0251517780
39412,9,,2000,(旧 425 十和村),2690,2957,-267,-9.0294217112,164.66,16.3,1128,1180,-52,-4.4067796610
39420,c,2015,2000,幡多郡,17886,19830,-1944,-9.8033282905,376.90,47.5,7971,8370,-399,-4.7670250896
39424,3,2015,2000,大月町,5095,5783,-688,-11.8969393049,102.94,49.5,2369,2573,-204,-7.9284881461
39427,3,2015,2000,三原村,1574,1681,-107,-6.3652587745,85.37,18.4,703,745,-42,-5.6375838926
39428,3,2015,,黒潮町,11217,12366,-1149,-9.2916060165,188.59,59.5,4899,5052,-153,-3.0285035629
39428,9,,2000,(旧 421 佐賀町),3292,3603,-311,-8.6316958090,75.84,43.4,1441,1443,-2,-0.1386001386
39428,9,,2000,(旧 423 大方町),7925,8763,-838,-9.5629350679,112.52,70.4,3458,3609,-151,-4.1839844832
40000,a,2015,2000,福岡県,5101556,5071968,29588,0.5833633020,4986.40,1023.1,2201037,2110468,90569,4.2914178277
40001,b,2015,2000,市部,4448474,4414217,34257,0.7760606241,3688.04,1206.2,1952901,1868530,84371,4.5153676955
40002,b,2015,2000,郡部,653082,657751,-4669,-0.7098430865,1298.35,503.0,248136,241938,6198,2.5618133571
40100,1,2015,2000,北九州市,961286,976846,-15560,-1.5928815801,491.95,1954.0,426325,420702,5623,1.3365755333
40101,0,2015,2000,北九州市 門司区,99637,104469,-4832,-4.6252955422,73.67,1352.5,43082,44232,-1150,-2.5999276542
40103,0,2015,2000,北九州市 若松区,82844,85167,-2323,-2.7275822795,71.31,1161.7,33692,33495,197,0.5881474847
40105,0,2015,2000,北九州市 戸畑区,59116,61583,-2467,-4.0059756751,16.61,3559.1,27797,28064,-267,-0.9513968073
40106,0,2015,2000,北九州市 小倉北区,181878,181936,-58,-0.0318793422,39.23,4636.2,91253,89036,2217,2.4900040433
40107,0,2015,2000,北九州市 小倉南区,212850,214793,-1943,-0.9045918629,171.74,1239.4,88497,86420,2077,2.4033788475
40108,0,2015,2000,北九州市 八幡東区,68844,71801,-2957,-4.1183270428,36.26,1898.6,31442,32142,-700,-2.1778358534
40109,0,2015,2000,北九州市 八幡西区,256117,257097,-980,-0.3811790880,83.13,3080.9,110562,107313,3249,3.0275921836
40130,1,2015,2000,福岡市,1538681,1463743,74938,5.1196145771,343.39,4480.9,764820,707358,57462,8.1234678904
40131,0,2015,2000,福岡市 東区,306015,292199,13816,4.7282844910,69.36,4412.0,141682,133165,8517,6.3958247287
40132,0,2015,2000,福岡市 博多区,228441,212527,15914,7.4879897613,31.63,7222.3,138832,124266,14566,11.7216294079
40133,0,2015,2000,福岡市 中央区,192688,178429,14259,7.9914139518,15.40,12512.2,116186,106966,9220,8.6195613559
40134,0,2015,2000,福岡市 南区,255797,247096,8701,3.5213034610,30.98,8256.8,119637,112423,7214,6.4168364125
40135,0,2015,2000,福岡市 西区,206868,193280,13588,7.0302152318,84.17,2457.7,88142,78018,10124,12.9764926043
40136,0,2015,2000,福岡市 城南区,130995,128659,2336,1.8156522280,15.99,8192.3,64606,62266,2340,3.7580702149
40137,0,2015,2000,福岡市 早良区,217877,211553,6324,2.9893218248,95.87,2272.6,95735,90254,5481,6.0728610366
40202,2,2015,2000,大牟田市,117360,123638,-6278,-5.0777269124,81.45,1440.9,49398,49936,-538,-1.0773790452
40203,2,2015,,久留米市,304552,302402,2150,0.7109741338,229.96,1324.4,121913,116664,5249,4.4992456970
40203,9,,2000,(旧 203 久留米市),239642,236493,3149,1.3315404684,124.68,1922.1,100660,96192,4468,4.6448769128
40203,9,,2000,(旧 482 田主丸町),19267,19906,-639,-3.2100874108,50.99,377.9,6130,5978,152,2.5426564068
40203,9,,2000,(旧 501 北野町),17144,17376,-232,-1.3351749540,20.49,836.7,5787,5456,331,6.0667155425
40203,9,,2000,(旧 521 城島町),12121,12867,-746,-5.7977772597,17.58,689.5,3952,4034,-82,-2.0327218642
40203,9,,2000,(旧 523 三潴町),16378,15760,618,3.9213197970,16.10,1017.3,5384,5004,380,7.5939248601
40204,2,2015,2000,直方市,57146,57686,-540,-0.9361023472,61.76,925.3,23281,22645,636,2.8085670126
40205,2,2015,,飯塚市,129146,131492,-2346,-1.7841389590,214.07,603.3,54732,53451,1281,2.3965875288
40205,9,,2000,(旧 205 飯塚市),78285,79392,-1107,-1.3943470375,71.80,1090.3,34595,33642,953,2.8327685631
40205,9,,2000,(旧 425 筑穂町),9861,10296,-435,-4.2249417249,74.81,131.8,3632,3625,7,0.1931034483
40205,9,,2000,(旧 426 穂波町),24832,25102,-270,-1.0756115051,25.23,984.2,10030,9780,250,2.5562372188
40205,9,,2000,(旧 427 庄内町),10417,10515,-98,-0.9320019020,25.69,405.5,4232,4101,131,3.1943428432
40205,9,,2000,(旧 428 頴田町),5751,6187,-436,-7.0470341038,16.60,346.4,2243,2303,-60,-2.6052974381
40206,2,2015,2000,田川市,48441,50605,-2164,-4.2762572868,54.55,888.0,20955,21198,-243,-1.1463345599
40207,2,2015,,柳川市,67777,71375,-3598,-5.0409807356,77.15,878.5,23453,23333,120,0.5142930613
40207,9,,2000,(旧 207 柳川市),35817,38332,-2515,-6.5610977773,37.23,962.0,12290,12492,-202,-1.6170349023
40207,9,,2000,(旧 562 大和町),14850,15865,-1015,-6.3977308541,22.78,651.9,4858,4897,-39,-0.7964059628
40207,9,,2000,(旧 563 三橋町),17110,17178,-68,-0.3958551636,16.89,1013.0,6305,5944,361,6.0733512786
40210,2,2015,,八女市,64408,69057,-4649,-6.7321198430,482.44,133.5,22109,22316,-207,-0.9275855888
40210,9,,2000,(旧 210 八女市),37280,38094,-814,-2.1368194466,39.34,947.6,12936,12553,383,3.0510634908
40210,9,,2000,(旧 541 黒木町),10790,12291,-1501,-12.2121877797,135.49,79.6,3549,3786,-237,-6.2599049128
40210,9,,2000,(旧 542 上陽町),3059,3518,-459,-13.0471859011,59.32,51.6,1053,1092,-39,-3.5714285714
40210,9,,2000,(旧 543 立花町),9434,10602,-1168,-11.0167892850,86.64,108.9,3182,3319,-137,-4.1277493221
40210,9,,2000,(旧 545 矢部村),1158,1408,-250,-17.7556818182,80.46,14.4,473,544,-71,-13.0514705882
40210,9,,2000,(旧 546 星野村),2687,3144,-457,-14.5356234097,81.28,33.1,916,1022,-106,-10.3718199609
40211,2,2015,2000,筑後市,48339,48512,-173,-0.3566127968,41.78,1157.0,17379,16628,751,4.5164782295
40212,2,2015,2000,大川市,34838,37448,-2610,-6.9696646016,33.62,1036.2,12709,12577,132,1.0495348652
40213,2,2015,2000,行橋市,70586,70468,118,0.1674518931,70.05,1007.7,28648,27634,1014,3.6693927770
40214,2,2015,2000,豊前市,25940,27031,-1091,-4.0361066923,111.10,233.5,10070,10095,-25,-0.2476473502
40215,2,2015,2000,中間市,41796,44210,-2414,-5.4603030988,15.96,2618.8,17414,17801,-387,-2.1740351666
40216,2,2015,2000,小郡市,57983,58499,-516,-0.8820663601,45.51,1274.1,20964,20024,940,4.6943667599
40217,2,2015,2000,筑紫野市,101081,100172,909,0.9074392046,87.73,1152.2,39350,37703,1647,4.3683526510
40218,2,2015,2000,春日市,110743,106780,3963,3.7113691703,14.15,7826.4,43720,41075,2645,6.4394400487
40219,2,2015,2000,大野城市,99525,95087,4438,4.6673046789,26.89,3701.2,39885,36778,3107,8.4479852085
40220,2,2015,,宗像市,96516,95501,1015,1.0628160962,119.91,804.9,38995,37077,1918,5.1730183132
40220,9,,2000,(旧 220 宗像市),87298,85658,1640,1.9145905811,76.82,1136.4,35515,33517,1998,5.9611540412
40220,9,,2000,(旧 364 玄海町),8609,9112,-503,-5.5201931519,34.68,248.2,3190,3227,-37,-1.1465757670
40220,9,,2000,(旧 365 大島村),609,731,-122,-16.6894664843,8.12,75.0,290,333,-43,-12.9129129129
40221,2,2015,2000,太宰府市,72168,70482,1686,2.3921001107,29.60,2438.1,29107,27850,1257,4.5134649910
40223,2,2015,2000,古賀市,57959,57920,39,0.0673342541,42.07,1377.7,22320,21517,803,3.7319328903
40224,2,2015,,福津市,58781,55431,3350,6.0435496383,52.76,1114.1,22272,20482,1790,8.7393809198
40224,9,,2000,(旧 362 福間町),43092,40647,2445,6.0152040741,29.43,1464.2,16429,15143,1286,8.4923727135
40224,9,,2000,(旧 363 津屋崎町),15689,14784,905,6.1214826840,23.28,673.9,5843,5339,504,9.4399700318
40225,2,2015,,うきは市,29509,31640,-2131,-6.7351453856,117.46,251.2,9940,10219,-279,-2.7302084353
40225,9,,2000,(旧 481 吉井町),15661,16751,-1090,-6.5070742045,28.29,553.6,5382,5530,-148,-2.6763110307
40225,9,,2000,(旧 483 浮羽町),13848,14889,-1041,-6.9917388676,89.26,155.1,4558,4689,-131,-2.7937726594
40226,2,2015,,宮若市,28112,30081,-1969,-6.5456600512,139.99,200.8,10737,11094,-357,-3.2179556517
40226,9,,2000,(旧 403 宮田町),19171,20543,-1372,-6.6786740009,52.49,365.2,7448,7760,-312,-4.0206185567
40226,9,,2000,(旧 404 若宮町),8941,9538,-597,-6.2591738310,87.50,102.2,3289,3334,-45,-1.3497300540
40227,2,2015,,嘉麻市,38743,42589,-3846,-9.0305008335,135.11,286.8,15637,16472,-835,-5.0692083536
40227,9,,2000,(旧 208 山田市),8935,10087,-1152,-11.4206404283,22.05,405.2,3876,4185,-309,-7.3835125448
40227,9,,2000,(旧 422 稲築町),16394,17750,-1356,-7.6394366197,17.34,945.4,6731,7086,-355,-5.0098786339
40227,9,,2000,(旧 423 碓井町),5308,5689,-381,-6.6971348216,8.45,628.2,2123,2177,-54,-2.4804777216
40227,9,,2000,(旧 424 嘉穂町),8106,9063,-957,-10.5594174115,87.34,92.8,2907,3024,-117,-3.8690476190
40228,2,2015,,朝倉市,52444,56355,-3911,-6.9399343448,246.71,212.6,19088,19064,24,0.1258917331
40228,9,,2000,(旧 209 甘木市),37873,39961,-2088,-5.2250944671,167.19,226.5,14103,13909,194,1.3947803580
40228,9,,2000,(旧 441 杷木町),6793,7544,-751,-9.9549310710,44.98,151.0,2519,2605,-86,-3.3013435701
40228,9,,2000,(旧 442 朝倉町),7778,8850,-1072,-12.1129943503,34.56,225.1,2466,2550,-84,-3.2941176471
40229,2,2015,,みやま市,38139,40732,-2593,-6.3660021605,105.21,362.5,12941,13072,-131,-1.0021419829
40229,9,,2000,(旧 561 瀬高町),20924,22343,-1419,-6.3509824106,37.73,554.6,7076,7135,-59,-0.8269096006
40229,9,,2000,(旧 564 山川町),4536,4994,-458,-9.1710052062,26.38,171.9,1503,1562,-59,-3.7772087068
40229,9,,2000,(旧 581 高田町),12679,13395,-716,-5.3452780888,41.01,309.2,4362,4375,-13,-0.2971428571
40230,2,2015,,糸島市,96475,98435,-1960,-1.9911616803,215.70,447.3,34739,33765,974,2.8846438620
40230,9,,2000,(旧 222 前原市),68083,68415,-332,-0.4852736973,104.50,651.5,25167,24287,880,3.6233375880
40230,9,,2000,(旧 462 二丈町),12088,12799,-711,-5.5551214939,57.07,211.8,4298,4228,70,1.6556291391
40230,9,,2000,(旧 463 志摩町),16304,17221,-917,-5.3248940247,54.52,299.0,5274,5250,24,0.4571428571
40300,c,2015,2000,筑紫郡,50004,49780,224,0.4499799116,74.95,667.2,18291,17619,672,3.8140643623
40305,3,2015,2000,那珂川町,50004,49780,224,0.4499799116,74.95,667.2,18291,17619,672,3.8140643623
40340,c,2015,2000,糟屋郡,225585,214567,11018,5.1349927995,164.64,1370.2,83944,77375,6569,8.4898222940
40341,3,2015,2000,宇美町,37927,38592,-665,-1.7231550580,30.21,1255.4,13119,12867,252,1.9584984845
40342,3,2015,2000,篠栗町,31210,31318,-108,-0.3448496073,38.93,801.7,11539,11060,479,4.3309222423
40343,3,2015,2000,志免町,45256,43564,1692,3.8839408686,8.69,5207.8,17591,16617,974,5.8614671722
40344,3,2015,2000,須恵町,27263,26044,1219,4.6805406236,16.31,1671.6,9919,9077,842,9.2761925746
40345,3,2015,2000,新宮町,30344,24679,5665,22.9547388468,18.93,1603.0,10946,8865,2081,23.4743372814
40348,3,2015,2000,久山町,8225,8373,-148,-1.7675862893,37.44,219.7,2825,2657,168,6.3229205871
40349,3,2015,2000,粕屋町,45360,41997,3363,8.0077148368,14.13,3210.2,18005,16232,1773,10.9228684081
