地域コード,地域識別コード,境域年次(2015),境域年次(2000),,人口　平成27年　(a),人口　平成22年（組替） 2),平成22年～27年の人口増減数 2),平成22年～27年の人口増減率（％） 2),面積（km2）　(b) 1) 2),人口密度（1km2当たり）　(a)/(b) 2),世帯数　平成27年,世帯数　平成22年（組替） 2),平成22年～27年の世帯数増減数 2),平成22年～27年の世帯数増減率（％） 2)
,d,,,      Ⅰ,47611,62239,-,-,6.62,7192.0,18351,23203,-,-
,d,,,      Ⅱ,13437,-,-,-,1.77,7591.5,5207,-,-,-
26207,d,2015,2000,城陽市　人口集中地区,69223,71790,-2567,-3.5757069230,7.17,9654.5,27581,27596,-15,-0.0543557037
26208,d,2015,2000,向日市　人口集中地区,53107,54085,-978,-1.8082647684,5.94,8940.6,21291,21209,82,0.3866283182
26209,d,2015,2000,長岡京市　人口集中地区,78900,78816,84,0.1065773447,9.69,8142.4,32106,31208,898,2.8774673161
26210,d,2015,2000,八幡市　人口集中地区,66888,64227,2661,4.1431173805,7.60,8801.1,27178,25511,1667,6.5344361256
,d,,,      Ⅰ,61607,64227,-2620,-4.0792812991,7.04,8751.0,25475,25511,-36,-0.1411155972
,d,,,      Ⅱ,5281,-,5281,-,0.57,9264.9,1703,-,1703,-
26211,d,2015,2000,京田辺市　人口集中地区,54480,52369,2111,4.0310107124,6.22,8758.8,23097,21637,1460,6.7477006979
,d,,,      Ⅰ,31424,30688,736,2.3983315954,3.68,8539.1,14768,14067,701,4.9832942347
,d,,,      Ⅱ,23056,21681,1375,6.3419583968,2.54,9077.2,8329,7570,759,10.0264200793
26212,d,2015,2000,京丹後市　人口集中地区,5258,6073,-815,-13.4200559855,1.76,2987.5,2035,2201,-166,-7.5420263517
26213,d,2015,2000,南丹市　人口集中地区,7311,7626,-315,-4.1306058222,1.95,3749.2,3409,3168,241,7.6073232323
26214,d,2015,2000,木津川市　人口集中地区,37648,32065,5583,17.4115078746,5.20,7240.0,13971,11553,2418,20.9296286679
,d,,,      Ⅰ,11420,11242,178,1.5833481587,1.91,5979.1,4573,4299,274,6.3735752501
,d,,,      Ⅱ,7864,8271,-407,-4.9208076412,1.05,7489.5,3048,3030,18,0.5940594059
,d,,,      Ⅲ,6482,6476,6,0.0926497838,0.83,7809.6,2133,2074,59,2.8447444552
,d,,,      Ⅳ,6387,-,6387,-,0.67,9532.8,2065,-,2065,-
,d,,,      Ⅴ,5495,6076,-581,-9.5622119816,0.74,7425.7,2152,2150,2,0.0930232558
26303,d,2015,2000,大山崎町　人口集中地区,14421,14418,3,0.0208073242,2.90,4972.8,5713,5509,204,3.7030314032
26322,d,2015,2000,久御山町　人口集中地区,11737,11666,71,0.6086062061,3.19,3679.3,4802,4474,328,7.3312472061
26366,d,2015,2000,精華町　人口集中地区,19365,19107,258,1.3502904695,2.67,7252.8,7003,6694,309,4.6160740962
,d,,,      Ⅰ,7579,7298,281,3.8503699644,0.99,7655.6,2555,2376,179,7.5336700337
,d,,,      Ⅱ,6472,6471,1,0.0154535620,0.94,6885.1,2585,2534,51,2.0126282557
,d,,,      Ⅲ,5314,5338,-24,-0.4496065942,0.74,7181.1,1863,1784,79,4.4282511211
27000,d,2015,2000,大阪府　人口集中地区,8455530,8492162,-36632,-0.4313624728,906.48,9327.9,3789190,3707590,81600,2.2008906055
27100,d,2015,2000,大阪市　人口集中地区,2690732,2664819,25913,0.9724112595,224.22,12000.4,1354685,1317893,36792,2.7917289188
27102,d,2015,2000,大阪市 都島区　人口集中地区,104727,102632,2095,2.0412736768,6.08,17224.8,51549,50075,1474,2.9435846231
27103,d,2015,2000,大阪市 福島区　人口集中地区,72484,67290,5194,7.7188289493,4.67,15521.2,37510,34379,3131,9.1073038774
27104,d,2015,2000,大阪市 此花区　人口集中地区,66656,65569,1087,1.6577956046,19.25,3462.6,30712,29495,1217,4.1261230717
27106,d,2015,2000,大阪市 西区　人口集中地区,92430,83058,9372,11.2836812830,5.21,17740.9,52138,47073,5065,10.7598835851
27107,d,2015,2000,大阪市 港区　人口集中地区,82035,84947,-2912,-3.4280198241,7.86,10437.0,40348,40713,-365,-0.8965195392
27108,d,2015,2000,大阪市 大正区　人口集中地区,65141,69510,-4369,-6.2854265573,9.43,6907.8,29209,30521,-1312,-4.2986795977
27109,d,2015,2000,大阪市 天王寺区　人口集中地区,75729,69775,5954,8.5331422429,4.84,15646.5,38058,34730,3328,9.5824935215
27111,d,2015,2000,大阪市 浪速区　人口集中地区,69766,61745,8021,12.9905255486,4.39,15892.0,47541,42392,5149,12.1461596528
27113,d,2015,2000,大阪市 西淀川区　人口集中地区,95490,97504,-2014,-2.0655562849,14.22,6715.2,42924,43608,-684,-1.5685195377
27114,d,2015,2000,大阪市 東淀川区　人口集中地区,175530,176585,-1055,-0.5974459892,13.27,13227.6,92536,91894,642,0.6986310314
27115,d,2015,2000,大阪市 東成区　人口集中地区,80563,80231,332,0.4138051377,4.54,17745.2,39683,38920,763,1.9604316547
27116,d,2015,2000,大阪市 生野区　人口集中地区,130167,134009,-3842,-2.8669716213,8.37,15551.6,63622,62808,814,1.2960132467
27117,d,2015,2000,大阪市 旭区　人口集中地区,91608,92455,-847,-0.9161213563,6.32,14494.9,43700,43842,-142,-0.3238903335
27118,d,2015,2000,大阪市 城東区　人口集中地区,164697,165832,-1135,-0.6844276135,8.38,19653.6,76455,76043,412,0.5417987191
27119,d,2015,2000,大阪市 阿倍野区　人口集中地区,107626,106350,1276,1.1998119417,5.98,17997.7,50104,49318,786,1.5937385944
27120,d,2015,2000,大阪市 住吉区　人口集中地区,154239,155572,-1333,-0.8568379914,9.40,16408.4,71718,73917,-2199,-2.9749583993
27121,d,2015,2000,大阪市 東住吉区　人口集中地区,126299,130724,-4425,-3.3849943392,9.75,12953.7,57797,60057,-2260,-3.7630917295
27122,d,2015,2000,大阪市 西成区　人口集中地区,111883,121972,-10089,-8.2715705244,7.37,15180.9,69225,74466,-5241,-7.0381113528
27123,d,2015,2000,大阪市 淀川区　人口集中地区,176201,172078,4123,2.3960064622,12.64,13940.0,94460,91116,3344,3.6700469731
27124,d,2015,2000,大阪市 鶴見区　人口集中地区,111557,111182,375,0.3372848123,8.17,13654.5,46358,45264,1094,2.4169317780
27125,d,2015,2000,大阪市 住之江区　人口集中地区,122988,127210,-4222,-3.3189214684,20.61,5967.4,56920,56593,327,0.5778099765
27126,d,2015,2000,大阪市 平野区　人口集中地区,196180,199510,-3330,-1.6690892687,14.26,13757.4,88852,86403,2449,2.8343923243
27127,d,2015,2000,大阪市 北区　人口集中地区,123667,110392,13275,12.0253279223,10.34,11960.1,74182,65204,8978,13.7690939206
27128,d,2015,2000,大阪市 中央区　人口集中地区,93069,78687,14382,18.2774791262,8.87,10492.6,59084,49062,10022,20.4272145449
27140,d,2015,2000,堺市　人口集中地区,798538,803490,-4952,-0.6163113418,108.09,7387.7,336648,331816,4832,1.4562287533
27141,d,2015,2000,堺市 堺区　人口集中地区,148205,148748,-543,-0.3650469250,23.65,6266.6,69116,67426,1690,2.5064515172
27142,d,2015,2000,堺市 中区　人口集中地区,116775,116265,510,0.4386530770,14.50,8053.4,45650,44488,1162,2.6119402985
,d,,,      Ⅰ,106538,106585,-47,-0.0440962612,13.19,8077.2,41902,41053,849,2.0680583636
,d,,,      Ⅱ,10237,9680,557,5.7541322314,1.30,7874.6,3748,3435,313,9.1120815138
27143,d,2015,2000,堺市 東区　人口集中地区,82910,82412,498,0.6042809300,8.50,9754.1,33978,33361,617,1.8494649441
27144,d,2015,2000,堺市 西区　人口集中地区,133634,131650,1984,1.5070262058,26.61,5021.9,53955,52846,1109,2.0985505052
27145,d,2015,2000,堺市 南区　人口集中地区,129995,139214,-9219,-6.6221788039,15.91,8170.6,54740,56164,-1424,-2.5354319493
,d,,,      Ⅰ,99056,106363,-7307,-6.8698701616,12.64,7836.7,42472,43801,-1329,-3.0341773019
,d,,,      Ⅱ,30939,32851,-1912,-5.8202185626,3.28,9432.6,12268,12363,-95,-0.7684219041
27146,d,2015,2000,堺市 北区　人口集中地区,157032,154679,2353,1.5212149031,14.40,10905.0,67987,66459,1528,2.2991618893
27147,d,2015,2000,堺市 美原区　人口集中地区,29987,30522,-535,-1.7528340214,4.51,6649.0,11222,11072,150,1.3547687861
,d,,,      Ⅰ,16773,16715,58,0.3469937182,2.59,6476.1,6451,6288,163,2.5922391858
,d,,,      Ⅱ,7353,7915,-562,-7.1004421984,1.11,6624.3,2660,2707,-47,-1.7362393794
,d,,,      Ⅲ,5861,5892,-31,-0.5261371351,0.82,7147.6,2111,2077,34,1.6369764083
27202,d,2015,2000,岸和田市　人口集中地区,176899,179507,-2608,-1.4528681333,26.20,6751.9,69667,69451,216,0.3110106406
27203,d,2015,2000,豊中市　人口集中地区,395479,389341,6138,1.5765100516,36.39,10867.8,170325,166677,3648,2.1886643028
27204,d,2015,2000,池田市　人口集中地区,93349,98927,-5578,-5.6385011170,9.78,9544.9,42089,43833,-1744,-3.9787374809
,d,,,      Ⅰ,93349,93841,-492,-0.5242910881,9.78,9544.9,42089,41934,155,0.3696284638
27205,d,2015,2000,吹田市　人口集中地区,374468,355798,18670,5.2473594568,36.09,10375.9,168473,154702,13771,8.9016302310
27206,d,2015,2000,泉大津市　人口集中地区,75897,77548,-1651,-2.1290039717,14.31,5303.8,31090,30962,128,0.4134099864
27207,d,2015,2000,高槻市　人口集中地区,339094,344050,-4956,-1.4404883011,33.00,10275.6,143534,140858,2676,1.8997855997
,d,,,      Ⅰ,324611,328990,-4379,-1.3310434968,31.59,10275.8,137328,134697,2631,1.9532729014
,d,,,      Ⅱ,9129,9259,-130,-1.4040393131,0.90,10143.3,3916,3833,83,2.1654056875
,d,,,      Ⅲ,5354,5801,-447,-7.7055680055,0.51,10498.0,2290,2328,-38,-1.6323024055
27208,d,2015,2000,貝塚市　人口集中地区,76604,83048,-6444,-7.7593680763,12.48,6138.1,29556,30676,-1120,-3.6510627200
27209,d,2015,2000,守口市　人口集中地区,143042,146697,-3655,-2.4915301608,12.71,11254.3,64832,65129,-297,-0.4560180565
27210,d,2015,2000,枚方市　人口集中地区,391023,393370,-2347,-0.5966392963,40.81,9581.5,162522,158702,3820,2.4070270066
27211,d,2015,2000,茨木市　人口集中地区,269111,265337,3774,1.4223421536,27.91,9642.1,113070,109118,3952,3.6217672611
,d,,,      Ⅰ,256390,253452,2938,1.1591938513,26.45,9693.4,108635,105023,3612,3.4392466412
,d,,,      Ⅱ,7481,6873,608,8.8462098065,1.04,7193.3,2786,2482,304,12.2481869460
,d,,,      Ⅲ,5240,5012,228,4.5490822027,0.43,12186.0,1649,1613,36,2.2318660880
27212,d,2015,2000,八尾市　人口集中地区,264824,267736,-2912,-1.0876385693,31.17,8496.1,109042,107423,1619,1.5071260345
27213,d,2015,2000,泉佐野市　人口集中地区,82197,81090,1107,1.3651498335,17.77,4625.6,35015,32355,2660,8.2212950085
27214,d,2015,2000,富田林市　人口集中地区,89373,93352,-3979,-4.2623618134,12.70,7037.2,36318,36220,98,0.2705687465
27215,d,2015,2000,寝屋川市　人口集中地区,231360,232860,-1500,-0.6441638753,19.32,11975.2,99453,97435,2018,2.0711243393
,d,,,      Ⅰ,221732,222889,-1157,-0.5190924631,18.52,11972.6,95297,93323,1974,2.1152341866
,d,,,      Ⅱ,9628,9971,-343,-3.4399759302,0.80,12035.0,4156,4112,44,1.0700389105
27216,d,2015,2000,河内長野市　人口集中地区,79196,81783,-2587,-3.1632490860,11.57,6844.9,31661,30575,1086,3.5519215045
27217,d,2015,2000,松原市　人口集中地区,118975,122881,-3906,-3.1786850693,13.70,8684.3,49335,48617,718,1.4768496616
27218,d,2015,2000,大東市　人口集中地区,121560,125855,-4295,-3.4126574232,12.07,10071.3,51613,52049,-436,-0.8376721935
27219,d,2015,2000,和泉市　人口集中地区,154239,149233,5006,3.3544859381,18.86,8178.1,60147,56784,3363,5.9224429417
,d,,,      Ⅰ,147345,141603,5742,4.0549988348,17.80,8277.8,57383,53937,3446,6.3889352393
,d,,,      Ⅱ,6894,7630,-736,-9.6461336828,1.06,6503.8,2764,2847,-83,-2.9153494907
27220,d,2015,2000,箕面市　人口集中地区,126062,124278,1784,1.4354913983,15.04,8381.8,54312,51567,2745,5.3231717959
27221,d,2015,2000,柏原市　人口集中地区,64666,69926,-5260,-7.5222377942,8.13,7954.0,26722,28177,-1455,-5.1637860667
,d,,,      Ⅰ,35425,69926,-,-,3.65,9705.5,14641,28177,-,-
,d,,,      Ⅱ,29241,-,-,-,4.48,6527.0,12081,-,-,-
27222,d,2015,2000,羽曳野市　人口集中地区,101209,105695,-4486,-4.2442878093,12.63,8013.4,39903,40481,-578,-1.4278303402
27223,d,2015,2000,門真市　人口集中地区,123576,130282,-6706,-5.1472958659,12.30,10046.8,55825,57880,-2055,-3.5504492053
27224,d,2015,2000,摂津市　人口集中地区,84738,83423,1315,1.5763038970,12.44,6811.7,36779,34875,1904,5.4594982079
27225,d,2015,2000,高石市　人口集中地区,56529,59572,-3043,-5.1081044786,11.30,5002.6,22461,23012,-551,-2.3944029202
27226,d,2015,2000,藤井寺市　人口集中地区,65438,66165,-727,-1.0987682309,8.89,7360.9,27133,26754,379,1.4166106003
27227,d,2015,2000,東大阪市　人口集中地区,501649,507906,-6257,-1.2319208672,49.50,10134.3,223125,217259,5866,2.7000032220
27228,d,2015,2000,泉南市　人口集中地区,49847,51571,-1724,-3.3429640690,11.63,4286.1,18562,18506,56,0.3026045607
27229,d,2015,2000,四條畷市　人口集中地区,46332,47793,-1461,-3.0569330237,4.34,10675.6,18933,18722,211,1.1270163444
27230,d,2015,2000,交野市　人口集中地区,65304,67337,-2033,-3.0191425219,7.92,8245.5,25028,24999,29,0.1160046402
27231,d,2015,2000,大阪狭山市　人口集中地区,51117,51065,52,0.1018309997,6.53,7828.0,20639,20052,587,2.9273887891
27232,d,2015,2000,阪南市　人口集中地区,36022,44958,-8936,-19.8763290182,5.62,6409.6,14224,16611,-2387,-14.3699957859
,d,,,      Ⅰ,36022,39750,-3728,-9.3786163522,5.62,6409.6,14224,14734,-510,-3.4613818379
27301,d,2015,2000,島本町　人口集中地区,29116,28118,998,3.5493278327,3.38,8614.2,11717,10991,726,6.6054044218
27321,d,2015,2000,豊能町　人口集中地区,10931,11934,-1003,-8.4045584046,1.63,6706.1,4461,4543,-82,-1.8049746863
27341,d,2015,2000,忠岡町　人口集中地区,17298,18149,-851,-4.6889635793,3.97,4357.2,6726,6744,-18,-0.2669039146
27361,d,2015,2000,熊取町　人口集中地区,36363,37481,-1118,-2.9828446413,6.45,5637.7,13847,13474,373,2.7682944931
27362,d,2015,2000,田尻町　人口集中地区,7039,6853,186,2.7141397928,2.71,2597.4,3217,2755,462,16.7695099819
27381,d,2015,2000,太子町　人口集中地区,10015,9758,257,2.6337364214,1.82,5502.7,3732,3388,344,10.1534828808
27382,d,2015,2000,河南町　人口集中地区,6319,6827,-508,-7.4410429178,1.11,5692.8,2769,3074,-305,-9.9219258295
28000,d,2015,2000,兵庫県　人口集中地区,4298789,4281135,17654,0.4123672811,583.61,7365.9,1874635,1815147,59488,3.2773103225
28100,d,2015,2000,神戸市　人口集中地区,1443793,1440411,3382,0.2347940970,157.94,9141.4,671166,648264,22902,3.5328199622
28101,d,2015,2000,神戸市 東灘区　人口集中地区,212083,209903,2180,1.0385749608,22.31,9506.2,96639,93844,2795,2.9783470440
28102,d,2015,2000,神戸市 灘区　人口集中地区,134998,132443,2555,1.9291317774,11.35,11894.1,67065,64846,2219,3.4219535515
28105,d,2015,2000,神戸市 兵庫区　人口集中地区,105566,106728,-1162,-1.0887489693,9.06,11651.9,57274,56322,952,1.6902808849
28106,d,2015,2000,神戸市 長田区　人口集中地区,97558,101247,-3689,-3.6435647476,9.27,10524.1,48698,48134,564,1.1717289234
28107,d,2015,2000,神戸市 須磨区　人口集中地区,158858,163430,-4572,-2.7975279936,17.29,9187.9,71676,69891,1785,2.5539769069
,d,,,      Ⅰ,88420,93079,-4659,-5.0054254988,10.33,8559.5,38448,37836,612,1.6175071361
,d,,,      Ⅱ,61123,60478,645,1.0665035219,5.88,10395.1,29132,27996,1136,4.0577225318
,d,,,      Ⅲ,9315,9873,-558,-5.6517775752,1.08,8625.0,4096,4059,37,0.9115545701
28108,d,2015,2000,神戸市 垂水区　人口集中地区,208533,208978,-445,-0.2129410751,20.49,10177.3,91157,89546,1611,1.7990753356
28109,d,2015,2000,神戸市 北区　人口集中地区,180335,178902,1433,0.8009971940,21.74,8295.1,72467,69843,2624,3.7569978380
,d,,,      Ⅰ,97984,104371,-6387,-6.1195159575,11.35,8633.0,40386,41347,-961,-2.3242315041
,d,,,      Ⅱ,26129,22299,3830,17.1756581013,3.12,8374.7,9180,7542,1638,21.7183770883
,d,,,      Ⅲ,12309,13276,-967,-7.2838204278,1.63,7551.5,5120,5325,-205,-3.8497652582
,d,,,      Ⅳ,10670,11415,-745,-6.5265002190,1.26,8468.3,4796,4865,-69,-1.4182939363
,d,,,      Ⅴ,7550,7008,542,7.7340182648,1.05,7190.5,2890,2504,386,15.4153354633
,d,,,      Ⅵ,6536,7242,-706,-9.7486882077,0.83,7874.7,3158,3266,-108,-3.3067973056
,d,,,      Ⅶ,6506,6979,-473,-6.7774752830,0.72,9036.1,2487,2518,-31,-1.2311358221
,d,,,      Ⅷ,6382,-,6382,-,1.04,6136.5,1884,-,1884,-
,d,,,      Ⅸ,6269,6312,-43,-0.6812420786,0.74,8471.6,2566,2476,90,3.6348949919
28110,d,2015,2000,神戸市 中央区　人口集中地区,134546,126145,8401,6.6597962662,18.13,7421.2,80664,73680,6984,9.4788273616
28111,d,2015,2000,神戸市 西区　人口集中地区,211316,212635,-1319,-0.6203118019,28.30,7467.0,85526,82158,3368,4.0994181942
,d,,,      Ⅰ,76126,76241,-115,-0.1508374759,10.30,7390.9,34512,33016,1496,4.5311364187
,d,,,      Ⅱ,45783,48047,-2264,-4.7120527817,7.83,5847.1,17349,17310,39,0.2253032929
,d,,,      Ⅲ,29781,27388,2393,8.7374032423,2.15,13851.6,10370,9292,1078,11.6013775291
,d,,,      Ⅳ,16918,16787,131,0.7803657592,1.95,8675.9,6573,6268,305,4.8659859604
,d,,,      Ⅴ,11839,12788,-949,-7.4210197060,1.84,6434.2,4653,4761,-108,-2.2684310019
,d,,,      Ⅵ,11464,11622,-158,-1.3594906212,1.56,7348.7,4593,4342,251,5.7807461999
,d,,,      Ⅶ,11080,11151,-71,-0.6367141960,1.38,8029.0,4218,4043,175,4.3284689587
,d,,,      Ⅷ,8325,8611,-286,-3.3213331785,1.29,6453.5,3258,3126,132,4.2226487524
28201,d,2015,2000,姫路市　人口集中地区,390211,384137,6074,1.5812067049,93.42,4177.0,160021,152799,7222,4.7264707230
,d,,,      Ⅰ,373581,367216,6365,1.7333122740,90.21,4141.2,153734,146553,7181,4.8999338123
,d,,,      Ⅱ,10168,10244,-76,-0.7418976962,2.12,4796.2,3927,3855,72,1.8677042802
,d,,,      Ⅲ,6462,6677,-215,-3.2200089861,1.09,5928.4,2360,2391,-31,-1.2965286491
28202,d,2015,2000,尼崎市　人口集中地区,452563,453748,-1185,-0.2611581759,50.72,8922.8,210433,209343,1090,0.5206765930
28203,d,2015,2000,明石市　人口集中地区,279870,277271,2599,0.9373501015,37.05,7553.8,117181,112429,4752,4.2266674968
28204,d,2015,2000,西宮市　人口集中地区,451372,450831,541,0.1200006211,39.75,11355.3,197785,191958,5827,3.0355598621
,d,,,      Ⅰ,440296,433743,6553,1.5108024798,38.36,11478.0,193871,186089,7782,4.1818699654
,d,,,      Ⅱ,5850,6000,-150,-2.5000000000,0.60,9750.0,2038,1970,68,3.4517766497
,d,,,      Ⅲ,5226,5492,-266,-4.8434085943,0.79,6615.2,1876,1880,-4,-0.2127659574
28205,d,2015,2000,洲本市　人口集中地区,10645,11736,-1091,-9.2961826858,2.83,3761.5,5137,5525,-388,-7.0226244344
28206,d,2015,2000,芦屋市　人口集中地区,87036,86336,700,0.8107857672,7.74,11245.0,38369,37020,1349,3.6439762291
28207,d,2015,2000,伊丹市　人口集中地区,196879,196073,806,0.4110713867,24.92,7900.4,78902,77244,1658,2.1464450313
28208,d,2015,2000,相生市　人口集中地区,16640,16989,-349,-2.0542704103,3.68,4521.7,7079,7022,57,0.8117345486
28209,d,2015,2000,豊岡市　人口集中地区,16809,16670,139,0.8338332334,3.86,4354.7,7181,6767,414,6.1179252254
28210,d,2015,2000,加古川市　人口集中地区,212490,209348,3142,1.5008502589,41.26,5150.0,84528,80437,4091,5.0859679003
,d,,,      Ⅰ,204311,200594,3717,1.8529966001,39.77,5137.3,81141,77004,4137,5.3724481845
,d,,,      Ⅱ,8179,8754,-575,-6.5684258625,1.49,5489.3,3387,3433,-46,-1.3399359161
28212,d,2015,2000,赤穂市　人口集中地区,30912,31638,-726,-2.2947088944,6.45,4792.6,12268,12269,-1,-0.0081506235
28213,d,2015,2000,西脇市　人口集中地区,15144,14977,167,1.1150430660,4.45,3403.1,6045,5906,139,2.3535387741
28214,d,2015,2000,宝塚市　人口集中地区,214944,213630,1314,0.6150821514,24.76,8681.1,90890,87628,3262,3.7225544347
,d,,,      Ⅰ,207520,205639,1881,0.9147097584,24.35,8522.4,88108,84842,3266,3.8495084981
,d,,,      Ⅱ,7424,7991,-567,-7.0954824177,0.41,18107.3,2782,2786,-4,-0.1435750179
28215,d,2015,2000,三木市　人口集中地区,51323,53015,-1692,-3.1915495614,9.41,5454.1,20199,20011,188,0.9394832842
28216,d,2015,2000,高砂市　人口集中地区,81105,83724,-2619,-3.1281353017,19.55,4148.6,32724,32170,554,1.7221013366
28217,d,2015,2000,川西市　人口集中地区,149526,145446,4080,2.8051648034,20.37,7340.5,60111,56746,3365,5.9299333874
,d,,,      Ⅰ,102325,102598,-273,-0.2660870582,14.02,7298.5,42406,41116,1290,3.1374647339
,d,,,      Ⅱ,21646,22423,-777,-3.4651919904,2.99,7239.5,8548,8491,57,0.6712990225
,d,,,      Ⅲ,11937,12544,-607,-4.8389668367,1.54,7751.3,4432,4453,-21,-0.4715921850
,d,,,      Ⅳ,8414,7881,533,6.7631011293,1.13,7446.0,2993,2686,307,11.4296351452
,d,,,      Ⅴ,5204,-,5204,-,0.70,7434.3,1732,-,1732,-
28218,d,2015,2000,小野市　人口集中地区,15874,13907,1967,14.1439562810,3.26,4869.3,5964,5166,798,15.4471544715
28219,d,2015,2000,三田市　人口集中地区,82412,75635,6777,8.9601375025,10.71,7694.9,30597,27645,2952,10.6782419967
,d,,,      Ⅰ,44583,44155,428,0.9693126486,6.21,7179.2,17641,17141,500,2.9169826731
,d,,,      Ⅱ,24844,24521,323,1.3172382856,2.85,8717.2,8657,8303,354,4.2635192099
,d,,,      Ⅲ,6730,-,6730,-,0.86,7825.6,2126,-,2126,-
,d,,,      Ⅳ,6255,6959,-704,-10.1163960339,0.80,7818.8,2173,2201,-28,-1.2721490232
28220,d,2015,2000,加西市　人口集中地区,8584,8929,-345,-3.8638145369,1.94,4424.7,3644,3377,267,7.9064258217
28228,d,2015,2000,加東市　人口集中地区,5537,-,5537,-,1.19,4652.9,2269,-,2269,-
